elevator,reason,out_of_service,first_missed,estimated_return
EL429,Repair,2018-03-23 13:45:00+00:00,2018-03-23 18:58:08.830501+00:00,2018-03-23 22:00:00+00:00
EL342,Repair,2018-03-23 13:35:00+00:00,2018-03-23 18:57:08.462435+00:00,2018-03-23 22:00:00+00:00
EL319,Repair,2018-03-23 13:35:00+00:00,2018-03-23 19:06:09.066977+00:00,2018-03-23 22:00:00+00:00
EL309,Maintenance,2018-03-23 13:30:00+00:00,2018-03-23 16:17:09.196844+00:00,2018-03-23 18:00:00+00:00
EL277,Under Investigation,2018-03-23 13:27:00+00:00,2018-03-23 16:34:08.840939+00:00,2018-03-23 22:00:00+00:00
EL443,Repair,2018-03-23 13:18:00+00:00,2018-03-23 17:24:07.456553+00:00,2018-03-23 22:00:00+00:00
EL116,Under Investigation,2018-03-23 12:46:00+00:00,2018-03-23 15:07:08.488570+00:00,2018-03-23 21:00:00+00:00
EL411,Repair,2018-03-23 12:50:00+00:00,2018-03-23 14:13:08.072835+00:00,2018-03-23 21:00:00+00:00
EL233,Repair,2018-03-23 12:45:00+00:00,2018-03-23 13:59:08.871823+00:00,2018-03-23 21:00:00+00:00
EL324,Repair,2018-03-23 12:15:00+00:00,2018-03-24 00:07:08.428097+00:00,2018-03-23 23:00:00+00:00
EL105,Under Investigation,2018-03-23 11:02:00+00:00,2018-03-23 13:07:09.701262+00:00,2018-03-23 20:00:00+00:00
EL441,Under Investigation,2018-03-23 11:00:00+00:00,2018-03-23 12:40:06.979647+00:00,2018-03-23 21:00:00+00:00
EL337,Under Investigation,2018-03-23 09:47:00+00:00,2018-03-23 12:49:09.256476+00:00,2018-03-23 18:00:00+00:00
EL244,Under Investigation,2018-03-23 10:02:00+00:00,2018-03-23 13:53:09.176291+00:00,2018-03-23 18:00:00+00:00
EL222,Under Investigation,2018-03-23 09:29:00+00:00,2018-03-23 16:31:08.779836+00:00,2018-03-23 13:00:00+00:00
EL336,Maintenance,2018-03-23 06:04:00+00:00,2018-03-23 09:17:09.445274+00:00,2018-03-23 10:00:00+00:00
EL302,Maintenance,2018-03-23 05:51:00+00:00,2018-03-23 09:01:08.150182+00:00,2018-03-23 10:00:00+00:00
EL113,Maintenance,2018-03-23 05:45:00+00:00,2018-03-23 10:11:10.220815+00:00,2018-03-23 10:00:00+00:00
EL214,Inspection,2018-03-23 04:10:00+00:00,2018-03-23 08:36:08.253784+00:00,2018-03-23 10:00:00+00:00
EL338,Repair,2018-03-23 03:40:00+00:00,2018-03-23 06:05:07.529539+00:00,2018-03-23 12:00:00+00:00
EL134,Repair,2018-03-23 03:21:00+00:00,2018-03-23 09:02:08.961639+00:00,2018-03-23 12:00:00+00:00
EL370,Maintenance,2018-03-23 03:20:00+00:00,2018-03-23 08:43:08.231440+00:00,2018-03-23 10:00:00+00:00
EL130,Under Investigation,2018-03-23 01:42:00+00:00,2018-03-23 06:38:07.929539+00:00,2018-03-23 10:00:00+00:00
EL129,Under Investigation,2018-03-23 01:42:00+00:00,2018-03-23 06:04:09.528997+00:00,2018-03-23 10:00:00+00:00
EL420,Under Investigation,2018-03-23 00:00:00+00:00,2018-03-23 15:37:08.817280+00:00,2018-03-23 08:00:00+00:00
EL130,Under Investigation,2018-03-22 23:02:00+00:00,2018-03-23 00:33:08.435125+00:00,2018-03-23 08:00:00+00:00
EL337,Maintenance,2018-03-22 22:54:00+00:00,2018-03-23 08:42:08.748386+00:00,2018-03-23 04:00:00+00:00
EL244,Repair,2018-03-22 22:23:00+00:00,2018-03-23 09:20:07.737157+00:00,2018-03-23 07:00:00+00:00
EL113,Repair,2018-03-22 21:09:00+00:00,2018-03-22 22:43:09.280245+00:00,2018-03-23 05:00:00+00:00
EL346,Under Investigation,2018-03-22 21:09:00+00:00,2018-03-23 01:08:08.189685+00:00,2018-03-23 06:00:00+00:00
EL761,Under Investigation,2018-03-22 20:29:00+00:00,2018-03-22 23:28:08.742107+00:00,2018-03-23 05:00:00+00:00
EL114,Under Investigation,2018-03-22 20:00:00+00:00,2018-03-22 21:52:08.020138+00:00,2018-03-23 04:00:00+00:00
EL440,Repair,2018-03-22 19:50:00+00:00,2018-03-22 19:58:08.369027+00:00,2018-03-23 02:00:00+00:00
EL711,Under Investigation,2018-03-22 18:40:00+00:00,2018-03-22 21:39:08.968822+00:00,2018-03-23 03:00:00+00:00
EL397,Under Investigation,2018-03-22 18:00:00+00:00,2018-03-22 18:25:08.142074+00:00,2018-03-23 02:00:00+00:00
EL706,Under Investigation,2018-03-22 17:55:00+00:00,2018-03-22 20:36:08.223741+00:00,2018-03-23 02:00:00+00:00
EL221,Under Investigation,2018-03-22 17:43:00+00:00,2018-03-22 22:52:09.314658+00:00,2018-03-23 02:00:00+00:00
EL111,Under Investigation,2018-03-22 16:43:00+00:00,2018-03-22 18:16:09.039104+00:00,2018-03-23 01:00:00+00:00
EL218,Repair,2018-03-22 16:05:00+00:00,2018-03-22 17:50:08.833355+00:00,2018-03-22 23:00:00+00:00
EL233,Repair,2018-03-22 14:40:00+00:00,2018-03-23 00:36:08.462736+00:00,2018-03-22 23:00:00+00:00
EL134,Repair,2018-03-22 14:41:00+00:00,2018-03-22 15:31:09.237793+00:00,2018-03-22 21:00:00+00:00
EL280,Repair,2018-03-22 14:35:00+00:00,2018-03-22 16:45:08.091581+00:00,2018-03-22 20:00:00+00:00
EL332,Repair,2018-03-22 14:15:00+00:00,2018-03-22 18:37:09.152491+00:00,2018-03-22 22:00:00+00:00
EL144,Under Investigation,2018-03-22 13:52:00+00:00,2018-03-22 21:32:09.641357+00:00,2018-03-22 19:00:00+00:00
EL600,Under Investigation,2018-03-22 13:35:00+00:00,2018-03-22 15:10:07.840552+00:00,2018-03-22 22:00:00+00:00
EL137,Repair,2018-03-22 13:55:00+00:00,2018-03-22 19:10:08.136827+00:00,2018-03-22 21:00:00+00:00
EL342,Repair,2018-03-22 13:45:00+00:00,2018-03-22 19:07:09.647445+00:00,2018-03-22 19:00:00+00:00
EL131,Access Improvements,2018-03-22 13:50:00+00:00,2018-03-22 14:42:08.045644+00:00,2018-03-22 21:00:00+00:00
EL301,Repair,2018-03-22 13:12:00+00:00,2018-03-22 18:46:09.509099+00:00,2018-03-22 21:00:00+00:00
EL309,Maintenance,2018-03-22 13:10:00+00:00,2018-03-22 16:55:08.226769+00:00,2018-03-22 17:00:00+00:00
EL108,Under Investigation,2018-03-22 12:08:00+00:00,2018-03-22 12:46:09.140857+00:00,2018-03-22 21:00:00+00:00
EL413,Under Investigation,2018-03-22 12:27:00+00:00,2018-03-22 14:05:08.555914+00:00,2018-03-23 00:00:00+00:00
EL489X,Under Investigation,2018-03-22 12:25:00+00:00,2018-03-23 00:47:09.006784+00:00,2018-03-22 21:00:00+00:00
EL335,Repair,2018-03-22 11:50:00+00:00,2018-03-22 17:20:09.068536+00:00,2018-03-22 20:00:00+00:00
EL130,Under Investigation,2018-03-22 11:17:00+00:00,2018-03-22 16:44:09.047349+00:00,2018-03-22 20:00:00+00:00
EL319,Under Investigation,2018-03-22 10:48:00+00:00,2018-03-22 20:10:07.479042+00:00,2018-03-22 19:00:00+00:00
EL104,Under Investigation,2018-03-22 10:36:00+00:00,2018-03-22 11:54:07.990022+00:00,2018-03-22 19:00:00+00:00
EL402,Under Investigation,2018-03-22 10:44:00+00:00,2018-03-22 12:57:08.108891+00:00,2018-03-22 19:00:00+00:00
EL103,Under Investigation,2018-03-22 10:34:00+00:00,2018-03-22 14:50:07.629637+00:00,2018-03-22 19:00:00+00:00
EL148,Under Investigation,2018-03-22 10:40:00+00:00,2018-03-22 15:24:08.040579+00:00,2018-03-22 19:00:00+00:00
EL412,Under Investigation,2018-03-22 10:29:00+00:00,2018-03-22 11:31:08.319865+00:00,2018-03-22 19:00:00+00:00
EL191,Under Investigation,2018-03-22 09:30:00+00:00,2018-03-22 10:51:09.042434+00:00,2018-03-22 18:00:00+00:00
EL192,Under Investigation,2018-03-22 08:01:00+00:00,2018-03-22 16:20:08.249308+00:00,2018-03-22 16:00:00+00:00
EL132,Maintenance,2018-03-22 06:31:00+00:00,2018-03-22 09:00:07.474308+00:00,2018-03-22 10:00:00+00:00
EL119,Under Investigation,2018-03-22 06:45:00+00:00,2018-03-22 08:27:08.656507+00:00,2018-03-22 10:00:00+00:00
EL107,Repair,2018-03-22 05:15:00+00:00,2018-03-22 13:08:08.323479+00:00,2018-03-22 10:00:00+00:00
EL178,Maintenance,2018-03-22 04:45:00+00:00,2018-03-22 06:07:08.478407+00:00,2018-03-23 09:00:00+00:00
EL244,Cleaning,2018-03-22 05:04:00+00:00,2018-03-22 05:48:07.502712+00:00,2018-03-22 10:00:00+00:00
EL205,Maintenance,2018-03-22 04:57:00+00:00,2018-03-22 09:43:08.076434+00:00,2018-03-22 10:00:00+00:00
EL186,Maintenance,2018-03-22 04:52:00+00:00,2018-03-22 08:56:09.331855+00:00,2018-03-22 09:00:00+00:00
EL214,Maintenance,2018-03-22 04:53:00+00:00,2018-03-22 09:45:08.009205+00:00,2018-03-22 10:00:00+00:00
EL402,Repair,2018-03-22 04:48:00+00:00,2018-03-22 08:44:08.738535+00:00,2018-03-22 12:00:00+00:00
EL185,Maintenance,2018-03-22 04:40:00+00:00,2018-03-22 08:20:07.126599+00:00,2018-03-23 09:00:00+00:00
EL316,Maintenance,2018-03-22 04:15:00+00:00,2018-03-22 06:11:08.883178+00:00,2018-03-22 11:00:00+00:00
EL104,Under Investigation,2018-03-22 03:55:00+00:00,2018-03-22 05:16:08.737096+00:00,2018-03-22 12:00:00+00:00
EL104,Under Investigation,2018-03-22 04:13:00+00:00,2018-03-22 04:16:09.156784+00:00,2018-03-22 12:00:00+00:00
EL107,Under Investigation,2018-03-22 03:40:00+00:00,2018-03-22 04:28:08.456536+00:00,2018-03-22 11:00:00+00:00
EL182,Maintenance,2018-03-22 03:45:00+00:00,2018-03-22 09:08:10.163233+00:00,2018-03-22 09:00:00+00:00
EL312,Inspection,2018-03-22 03:40:00+00:00,2018-03-22 08:49:09.173108+00:00,2018-03-22 10:00:00+00:00
EL324,Maintenance,2018-03-22 03:39:00+00:00,2018-03-22 09:00:07.474308+00:00,2018-03-22 10:00:00+00:00
EL132,Under Investigation,2018-03-22 02:00:00+00:00,2018-03-22 06:31:08.361671+00:00,2018-03-22 11:00:00+00:00
EL219,Repair,2018-03-21 23:29:00+00:00,2018-03-22 01:48:09.647691+00:00,2018-03-22 07:00:00+00:00
EL489X,Repair,2018-03-21 20:30:00+00:00,2018-03-22 07:58:08.650736+00:00,2018-03-22 05:00:00+00:00
EL104,Under Investigation,2018-03-21 20:03:00+00:00,2018-03-21 21:20:09.072424+00:00,2018-03-22 16:00:00+00:00
EL402,Under Investigation,2018-03-21 17:13:00+00:00,2018-03-21 19:23:08.960863+00:00,2018-03-22 02:00:00+00:00
EL489X,Repair,2018-03-21 14:00:00+00:00,2018-03-21 17:15:07.443748+00:00,2018-03-21 22:00:00+00:00
EL280,Under Investigation,2018-03-21 14:05:00+00:00,2018-03-21 15:04:07.317396+00:00,2018-03-21 23:00:00+00:00
EL332,Repair,2018-03-21 14:10:00+00:00,2018-03-21 22:22:08.557820+00:00,2018-03-21 22:00:00+00:00
EL408,Under Investigation,2018-03-21 13:31:00+00:00,2018-03-21 15:09:06.659430+00:00,2018-03-21 22:00:00+00:00
EL317,Under Investigation,2018-03-21 13:20:00+00:00,2018-03-21 18:22:08.093576+00:00,2018-03-21 21:00:00+00:00
EL342,Repair,2018-03-21 13:04:00+00:00,2018-03-21 19:22:08.612047+00:00,2018-03-21 20:00:00+00:00
EL341,Under Investigation,2018-03-21 12:58:00+00:00,2018-03-21 22:17:09.290025+00:00,2018-03-21 22:00:00+00:00
EL301,Repair,2018-03-21 13:00:00+00:00,2018-03-21 18:40:08.195945+00:00,2018-03-21 20:00:00+00:00
EL259,Repair,2018-03-21 12:51:00+00:00,2018-03-22 11:07:07.830479+00:00,2018-03-21 21:00:00+00:00
EL308,Under Investigation,2018-03-21 12:40:00+00:00,2018-03-21 13:24:07.907709+00:00,2018-03-21 21:00:00+00:00
EL319,Repair,2018-03-21 12:30:00+00:00,2018-03-21 18:18:08.798935+00:00,2018-03-21 20:00:00+00:00
EL439,Under Investigation,2018-03-21 11:25:00+00:00,2018-03-21 13:48:08.061135+00:00,2018-03-21 20:00:00+00:00
EL720,Under Investigation,2018-03-21 11:12:00+00:00,2018-03-21 13:44:08.173241+00:00,2018-03-21 20:00:00+00:00
EL113,Under Investigation,2018-03-21 10:35:00+00:00,2018-03-21 12:08:08.636927+00:00,2018-03-21 19:00:00+00:00
EL131,Maintenance,2018-03-21 03:00:00+00:00,2018-03-21 10:25:07.214663+00:00,2018-03-21 11:00:00+00:00
EL730,Under Investigation,2018-03-21 08:10:00+00:00,2018-03-21 09:01:08.371911+00:00,2018-03-21 16:00:00+00:00
EL230,Under Investigation,2018-03-21 07:50:00+00:00,2018-03-21 09:24:07.973829+00:00,2018-03-21 18:00:00+00:00
EL107,Under Investigation,2018-03-21 07:36:00+00:00,2018-03-21 10:36:09.167494+00:00,2018-03-21 14:00:00+00:00
EL128,Under Investigation,2018-03-21 07:30:00+00:00,2018-03-21 12:11:08.835906+00:00,2018-03-21 17:00:00+00:00
EL301,Maintenance,2018-03-21 07:09:00+00:00,2018-03-21 09:38:09.140434+00:00,2018-03-21 09:00:00+00:00
EL211,Maintenance,2018-03-21 06:48:00+00:00,2018-03-21 09:34:08.874220+00:00,2018-03-21 09:15:00+00:00
EL314,Maintenance,2018-03-21 06:32:00+00:00,2018-03-21 09:04:07.867619+00:00,2018-03-21 09:00:00+00:00
EL338,Inspection,2018-03-21 05:30:00+00:00,2018-03-21 09:06:08.279645+00:00,2018-03-21 08:00:00+00:00
EL730,Repair,2018-03-21 06:00:00+00:00,2018-03-21 08:01:08.074484+00:00,2018-03-21 13:00:00+00:00
EL113,Maintenance,2018-03-21 05:40:00+00:00,2018-03-21 09:22:08.757011+00:00,2018-03-21 10:00:00+00:00
EL216,Inspection,2018-03-21 05:00:00+00:00,2018-03-21 09:40:08.103198+00:00,2018-03-21 08:30:00+00:00
EL412,Maintenance,2018-03-21 04:57:00+00:00,2018-03-21 09:19:08.423391+00:00,2018-03-21 09:00:00+00:00
EL218,Inspection,2018-03-21 04:50:00+00:00,2018-03-21 08:51:07.964113+00:00,2018-03-21 07:00:00+00:00
EL335,Inspection,2018-03-21 04:40:00+00:00,2018-03-21 08:56:08.421153+00:00,2018-03-21 09:15:00+00:00
EL186,Maintenance,2018-03-20 04:14:00+00:00,2018-03-21 09:09:07.471372+00:00,2018-03-21 09:00:00+00:00
EL237,Maintenance,2018-03-21 04:11:00+00:00,2018-03-21 06:06:10.426701+00:00,2018-03-21 06:45:00+00:00
EL315,Maintenance,2018-03-21 04:02:00+00:00,2018-03-21 06:11:08.865243+00:00,2018-03-21 06:00:00+00:00
EL214,Maintenance,2018-03-21 03:57:00+00:00,2018-03-21 09:29:10.332239+00:00,2018-03-21 09:00:00+00:00
EL331,Maintenance,2018-03-21 03:55:00+00:00,2018-03-21 06:27:08.187092+00:00,2018-03-21 09:00:00+00:00
EL422,Maintenance,2018-03-21 03:45:00+00:00,2018-03-21 08:59:08.363619+00:00,2018-03-21 09:00:00+00:00
EL182,Maintenance,2018-03-21 03:40:00+00:00,2018-03-21 09:22:08.757011+00:00,2018-03-21 09:00:00+00:00
EL132,Maintenance,2018-03-21 03:50:00+00:00,2018-03-21 09:15:07.078097+00:00,2018-03-21 09:00:00+00:00
EL244,Cleaning,2018-03-21 03:49:00+00:00,2018-03-21 04:19:07.455326+00:00,2018-03-21 09:00:00+00:00
EL324,Maintenance,2018-03-21 03:41:00+00:00,2018-03-21 09:12:08.679744+00:00,2018-03-21 09:00:00+00:00
EL184,Maintenance,2018-03-21 03:41:00+00:00,2018-03-21 09:24:07.973829+00:00,2018-03-21 09:00:00+00:00
EL328,Under Investigation,2018-03-21 02:47:00+00:00,2018-03-21 05:05:08.631203+00:00,2018-03-21 11:00:00+00:00
EL600,Under Investigation,2018-03-21 01:45:00+00:00,2018-03-21 04:36:07.168470+00:00,2018-03-21 10:00:00+00:00
EL204,Repair,2018-03-21 01:25:00+00:00,2018-03-21 07:07:07.935010+00:00,2018-03-21 09:00:00+00:00
EL295X,Repair,2018-03-20 21:30:00+00:00,2018-03-29 00:21:08.909404+00:00,2018-03-21 09:00:00+00:00
EL208X,Repair,2018-03-20 20:16:00+00:00,2018-03-21 08:52:08.289796+00:00,2018-03-21 09:00:00+00:00
EL226,Repair,2018-03-21 00:02:00+00:00,2018-03-21 02:22:08.923536+00:00,2018-03-21 07:00:00+00:00
EL421,Under Investigation,2018-03-20 23:15:00+00:00,2018-03-21 08:26:08.917894+00:00,2018-03-21 08:00:00+00:00
EL195,Repair,2018-03-20 23:16:00+00:00,2018-03-20 23:27:08.746242+00:00,2018-03-21 08:00:00+00:00
EL195,Repair,2018-03-20 22:59:00+00:00,2018-03-20 23:13:08.708650+00:00,2018-03-21 07:00:00+00:00
EL224,Repair,2018-03-20 18:00:00+00:00,2018-03-25 01:15:07.027650+00:00,2018-03-25 22:00:00+00:00
EL104,Under Investigation,2018-03-20 23:03:00+00:00,2018-03-21 02:42:09.342159+00:00,2018-03-21 08:00:00+00:00
EL709,Under Investigation,2018-03-20 22:31:00+00:00,2018-03-21 00:46:07.644464+00:00,2018-03-21 07:00:00+00:00
EL420,Repair,2018-03-20 22:20:00+00:00,2018-03-20 23:28:09.329503+00:00,2018-03-21 05:00:00+00:00
EL277,Under Investigation,2018-03-20 20:48:00+00:00,2018-03-20 23:23:08.211546+00:00,2018-03-21 05:00:00+00:00
EL193,Repair,2018-03-20 20:10:00+00:00,2018-03-21 01:37:08.936673+00:00,2018-03-21 02:00:00+00:00
EL327X,Under Investigation,2018-03-20 19:58:00+00:00,2018-03-21 08:51:07.964113+00:00,2018-03-21 05:00:00+00:00
EL730,Under Investigation,2018-03-20 18:04:00+00:00,2018-03-21 01:13:08.475898+00:00,2018-03-21 03:00:00+00:00
EL716,Under Investigation,2018-03-20 17:14:00+00:00,2018-03-21 00:58:08.580447+00:00,2018-03-21 02:00:00+00:00
EL204,Under Investigation,2018-03-20 16:50:00+00:00,2018-03-20 19:40:08.444366+00:00,2018-03-21 01:00:00+00:00
EL223,Repair,2018-03-20 02:00:00+00:00,2018-03-21 09:36:08.097474+00:00,2018-03-20 23:00:00+00:00
EL310,Under Investigation,2018-03-20 15:49:00+00:00,2018-03-20 17:21:08.936861+00:00,2018-03-21 00:00:00+00:00
EL142,Under Investigation,2018-03-20 15:18:00+00:00,2018-03-20 16:21:08.429568+00:00,2018-03-21 00:00:00+00:00
EL603,Repair,2018-03-20 15:37:00+00:00,2018-03-21 16:38:08.413167+00:00,2018-03-21 00:00:00+00:00
EL332,Repair,2018-03-20 15:10:00+00:00,2018-03-20 16:26:08.356350+00:00,2018-03-20 23:00:00+00:00
EL126,Repair,2018-03-20 15:00:00+00:00,2018-03-20 17:13:08.070840+00:00,2018-03-20 22:00:00+00:00
EL223,Under Investigation,2018-03-20 14:49:00+00:00,2018-03-20 16:31:07.502738+00:00,2018-03-20 23:00:00+00:00
EL730,Under Investigation,2018-03-20 13:31:00+00:00,2018-03-20 16:40:07.833503+00:00,2018-03-20 22:00:00+00:00
EL497,Maintenance,2018-03-20 14:40:00+00:00,2018-03-20 18:15:06.935580+00:00,2018-03-20 23:00:00+00:00
EL333,Repair,2018-03-20 14:30:00+00:00,2018-03-20 22:31:08.056547+00:00,2018-03-20 22:00:00+00:00
EL235,Under Investigation,2018-03-20 14:10:00+00:00,2018-03-20 14:34:08.448759+00:00,2018-03-20 23:00:00+00:00
EL126,Under Investigation,2018-03-20 12:47:00+00:00,2018-03-20 14:59:08.737764+00:00,2018-03-20 21:00:00+00:00
EL218,Repair,2018-03-20 13:50:00+00:00,2018-03-20 15:36:08.527088+00:00,2018-03-20 22:00:00+00:00
EL319,Repair,2018-03-20 13:18:00+00:00,2018-03-20 20:13:07.425632+00:00,2018-03-20 20:00:00+00:00
EL145,Repair,2018-03-20 13:00:00+00:00,2018-03-20 18:10:08.165891+00:00,2018-03-20 20:00:00+00:00
EL376,Under Investigation,2018-03-20 11:56:00+00:00,2018-03-20 15:39:07.266790+00:00,2018-03-20 20:00:00+00:00
EL131,Under Investigation,2018-03-20 12:11:00+00:00,2018-03-20 14:30:07.318268+00:00,2018-03-20 21:00:00+00:00
EL333,Under Investigation,2018-03-20 11:48:00+00:00,2018-03-20 12:46:08.687288+00:00,2018-03-20 20:00:00+00:00
EL244,Under Investigation,2018-03-20 10:32:00+00:00,2018-03-20 17:34:09.613819+00:00,2018-03-20 19:00:00+00:00
EL221,Repair,2018-03-20 08:26:00+00:00,2018-03-21 01:42:08.471524+00:00,2018-03-20 09:00:00+00:00
EL114,Inspection,2018-03-20 03:51:00+00:00,2018-03-20 08:15:07.899366+00:00,2018-03-20 10:00:00+00:00
EL603,Access Improvements,2018-03-20 08:00:00+00:00,2018-03-20 09:18:08.157059+00:00,2018-03-20 13:00:00+00:00
EL215,Repair,2018-03-20 07:40:00+00:00,2018-03-20 09:27:08.146116+00:00,2018-03-20 10:00:00+00:00
EL318,Maintenance,2018-03-20 06:45:00+00:00,2018-03-20 09:07:09.632390+00:00,2018-03-20 10:00:00+00:00
EL318,Maintenance,2018-03-20 03:00:00+00:00,2018-03-20 06:50:07.132041+00:00,2018-03-20 10:00:00+00:00
EL716,Under Investigation,2018-03-20 06:12:00+00:00,2018-03-20 08:49:08.551622+00:00,2018-03-20 15:00:00+00:00
EL602,Access Improvements,2018-03-20 06:20:00+00:00,2018-03-20 07:25:07.919181+00:00,2018-03-20 10:00:00+00:00
EL132,Maintenance,2018-03-19 05:45:00+00:00,2018-03-20 09:05:07.681018+00:00,2018-03-20 09:00:00+00:00
EL601,Access Improvements,2018-03-20 05:10:00+00:00,2018-03-20 06:20:07.559626+00:00,2018-03-20 10:00:00+00:00
EL321,Maintenance,2018-03-20 04:44:00+00:00,2018-03-20 08:41:08.004076+00:00,2018-03-20 09:00:00+00:00
EL422,Maintenance,2018-03-20 04:30:00+00:00,2018-03-20 09:26:09.419061+00:00,2018-03-20 10:00:00+00:00
EL114,Inspection,2018-03-20 03:00:00+00:00,2018-03-20 08:14:08.974040+00:00,2018-03-20 10:00:00+00:00
EL244,Cleaning,2018-03-20 04:08:00+00:00,2018-03-20 04:52:07.563048+00:00,2018-03-20 10:00:00+00:00
EL600,Access Improvements,2018-03-20 03:50:00+00:00,2018-03-20 05:11:09.155783+00:00,2018-03-20 10:00:00+00:00
EL131,Maintenance,2018-03-20 03:33:00+00:00,2018-03-20 09:12:07.827791+00:00,2018-03-20 09:00:00+00:00
EL202,Maintenance,2018-03-20 03:30:00+00:00,2018-03-20 09:19:09.090277+00:00,2018-03-20 09:00:00+00:00
EL706,Maintenance,2018-03-20 03:26:00+00:00,2018-03-20 05:56:07.864231+00:00,2018-03-20 10:00:00+00:00
EL221,Under Investigation,2018-03-20 03:20:00+00:00,2018-03-20 08:27:08.274120+00:00,2018-03-20 11:00:00+00:00
EL214,Maintenance,2018-03-20 03:20:00+00:00,2018-03-20 09:20:08.565884+00:00,2018-03-20 10:00:00+00:00
EL114,Under Investigation,2018-03-20 03:01:00+00:00,2018-03-20 04:02:09.115239+00:00,2018-03-20 15:00:00+00:00
EL184,Maintenance,2018-03-20 03:00:00+00:00,2018-03-20 09:22:07.604536+00:00,2018-03-20 09:00:00+00:00
EL716,Under Investigation,2018-03-20 01:44:00+00:00,2018-03-20 04:07:07.161144+00:00,2018-03-20 10:00:00+00:00
EL159,Under Investigation,2018-03-20 01:05:00+00:00,2018-03-20 04:12:07.530921+00:00,2018-03-20 10:00:00+00:00
EL145,Repair,2018-03-20 00:54:00+00:00,2018-03-20 09:20:08.565884+00:00,2018-03-20 09:00:00+00:00
EL382,Under Investigation,2018-03-20 01:12:00+00:00,2018-03-20 06:47:08.311300+00:00,2018-03-20 10:00:00+00:00
EL118,Under Investigation,2018-03-20 01:20:00+00:00,2018-03-20 03:11:08.303009+00:00,2018-03-20 10:00:00+00:00
EL323,Under Investigation,2018-03-20 00:16:00+00:00,2018-03-20 09:24:08.419716+00:00,2018-03-20 09:00:00+00:00
EL224,Repair,2018-03-19 18:00:00+00:00,2018-03-20 10:58:07.785319+00:00,2018-03-23 03:00:00+00:00
EL316,Under Investigation,2018-03-19 21:30:00+00:00,2018-03-20 00:37:08.234425+00:00,2018-03-20 06:00:00+00:00
EL277,Under Investigation,2018-03-19 22:51:00+00:00,2018-03-20 07:05:07.642470+00:00,2018-03-20 07:00:00+00:00
EL195,Under Investigation,2018-03-19 22:01:00+00:00,2018-03-20 00:04:08.651899+00:00,2018-03-20 07:00:00+00:00
EL244,Under Investigation,2018-03-19 22:08:00+00:00,2018-03-20 02:59:08.115551+00:00,2018-03-20 07:00:00+00:00
EL107,Under Investigation,2018-03-19 21:46:00+00:00,2018-03-19 23:00:06.312900+00:00,2018-03-20 06:00:00+00:00
EL226,Repair,2018-03-19 21:28:00+00:00,2018-03-20 09:31:08.605810+00:00,2018-03-20 05:00:00+00:00
EL422,Access Improvements,2018-03-19 19:42:00+00:00,2018-03-19 21:08:07.995823+00:00,2018-03-20 02:00:00+00:00
EL716,Under Investigation,2018-03-19 18:48:00+00:00,2018-03-19 20:45:07.879158+00:00,2018-03-20 03:00:00+00:00
EL720,Under Investigation,2018-03-19 17:44:00+00:00,2018-03-20 22:58:08.507038+00:00,2018-03-20 02:00:00+00:00
EL118,Under Investigation,2018-03-19 17:30:00+00:00,2018-03-19 19:01:08.088808+00:00,2018-03-20 02:00:00+00:00
EL221,Under Investigation,2018-03-19 17:19:00+00:00,2018-03-20 00:35:07.827080+00:00,2018-03-20 02:00:00+00:00
EL206,Repair,2018-03-19 16:20:00+00:00,2018-03-23 22:16:10.649025+00:00,2018-03-19 21:00:00+00:00
EL137,Under Investigation,2018-03-19 16:18:00+00:00,2018-03-19 18:31:08.903093+00:00,2018-03-20 01:00:00+00:00
EL332,Under Investigation,2018-03-19 16:11:00+00:00,2018-03-19 21:06:08.207841+00:00,2018-03-20 01:00:00+00:00
EL218,Inspection,2018-03-19 16:00:00+00:00,2018-03-19 17:04:08.342760+00:00,2018-03-20 00:00:00+00:00
EL425,Under Investigation,2018-03-19 15:09:00+00:00,2018-03-20 00:29:08.525694+00:00,2018-03-19 23:00:00+00:00
EL160,Repair,2018-03-19 15:08:00+00:00,2018-03-19 16:08:09.309807+00:00,2018-03-19 18:00:00+00:00
EL222,Maintenance,2018-03-19 14:39:00+00:00,2018-03-19 15:25:06.915080+00:00,2018-03-19 17:00:00+00:00
EL497,Maintenance,2018-03-19 14:45:00+00:00,2018-03-19 18:11:09.857823+00:00,2018-03-19 20:00:00+00:00
EL142,Maintenance,2018-03-19 14:28:00+00:00,2018-03-19 19:22:08.900162+00:00,2018-03-19 20:00:00+00:00
EL124,Repair,2018-03-19 14:09:00+00:00,2018-03-19 16:22:08.585562+00:00,2018-03-19 17:00:00+00:00
EL329,Maintenance,2018-03-19 14:10:00+00:00,2018-03-19 16:38:08.417543+00:00,2018-03-19 22:00:00+00:00
EL732,Under Investigation,2018-03-19 13:48:00+00:00,2018-03-19 16:31:08.250046+00:00,2018-03-19 22:00:00+00:00
EL376,Under Investigation,2018-03-19 13:23:00+00:00,2018-03-19 14:53:10.097962+00:00,2018-03-19 22:00:00+00:00
EL319,Repair,2018-03-19 13:52:00+00:00,2018-03-19 19:26:08.182576+00:00,2018-03-19 20:00:00+00:00
EL277,Under Investigation,2018-03-19 13:49:00+00:00,2018-03-19 16:09:08.711301+00:00,2018-03-19 22:00:00+00:00
