elevator,reason,out_of_service,first_missed,estimated_return
EL332,Maintenance,2018-03-13 03:35:00+00:00,2018-03-13 06:27:08.050457+00:00,2018-03-13 08:50:00+00:00
EL225,Inspection,2018-03-13 03:25:00+00:00,2018-03-13 06:06:08.470589+00:00,2018-03-13 10:00:00+00:00
EL130,Maintenance,2018-03-13 03:20:00+00:00,2018-03-13 09:12:07.752969+00:00,2018-03-13 09:15:00+00:00
EL277,Under Investigation,2018-03-13 03:09:00+00:00,2018-03-13 07:36:07.490675+00:00,2018-03-13 12:00:00+00:00
EL135,Maintenance,2018-03-13 03:15:00+00:00,2018-03-13 09:16:08.578287+00:00,2018-03-13 09:00:00+00:00
EL187,Maintenance,2018-03-13 03:05:00+00:00,2018-03-13 09:04:08.558798+00:00,2018-03-13 09:00:00+00:00
EL110,Under Investigation,2018-03-12 23:25:00+00:00,2018-03-13 03:02:08.331746+00:00,2018-03-13 08:00:00+00:00
EL290X,Repair,2018-03-12 23:15:00+00:00,2018-03-13 15:35:08.656504+00:00,2018-03-13 08:00:00+00:00
EL116,Under Investigation,2018-03-12 22:40:00+00:00,2018-03-13 00:36:07.593451+00:00,2018-03-13 07:00:00+00:00
EL116,Under Investigation,2018-03-12 22:23:00+00:00,2018-03-12 22:51:07.444706+00:00,2018-03-13 07:00:00+00:00
EL142,Under Investigation,2018-03-12 21:44:00+00:00,2018-03-13 06:11:07.726687+00:00,2018-03-13 06:00:00+00:00
EL441,Under Investigation,2018-03-12 20:40:00+00:00,2018-03-13 07:42:07.244113+00:00,2018-03-13 05:00:00+00:00
EL124,Repair,2018-03-12 21:02:00+00:00,2018-03-12 22:17:08.563584+00:00,2018-03-13 02:00:00+00:00
EL144,Repair,2018-03-12 21:00:00+00:00,2018-03-12 22:32:08.706038+00:00,2018-03-13 02:00:00+00:00
EL137,Under Investigation,2018-03-12 19:23:00+00:00,2018-03-13 21:38:08.451885+00:00,2018-03-13 04:00:00+00:00
EL148,Repair,2018-03-12 19:41:00+00:00,2018-03-12 23:46:08.107841+00:00,2018-03-13 02:00:00+00:00
EL329,Repair,2018-03-12 19:25:00+00:00,2018-03-14 00:38:07.671401+00:00,2018-03-13 05:00:00+00:00
EL103,Under Investigation,2018-03-12 19:00:00+00:00,2018-03-12 19:51:08.575542+00:00,2018-03-13 03:00:00+00:00
EL144,Under Investigation,2018-03-12 17:50:00+00:00,2018-03-12 20:37:06.883415+00:00,2018-03-13 02:00:00+00:00
EL498,Under Investigation,2018-03-12 17:21:00+00:00,2018-03-13 00:33:08.354113+00:00,2018-03-13 02:00:00+00:00
EL339,Repair,2018-03-12 17:25:00+00:00,2018-03-12 21:37:07.580451+00:00,2018-03-12 20:00:00+00:00
EL136,Under Investigation,2018-03-12 16:29:00+00:00,2018-03-12 23:41:07.876277+00:00,2018-03-13 01:00:00+00:00
EL376,Under Investigation,2018-03-12 15:25:00+00:00,2018-03-12 15:49:08.352857+00:00,2018-03-13 00:00:00+00:00
EL142,Repair,2018-03-12 15:24:00+00:00,2018-03-12 16:47:08.956181+00:00,2018-03-12 18:00:00+00:00
EL120,Under Investigation,2018-03-12 14:56:00+00:00,2018-03-12 16:54:07.970199+00:00,2018-03-12 23:00:00+00:00
EL333,Under Investigation,2018-03-12 14:37:00+00:00,2018-03-12 16:03:08.040602+00:00,2018-03-12 23:00:00+00:00
EL107,Repair,2018-03-12 14:15:00+00:00,2018-03-12 15:07:07.373130+00:00,2018-03-12 22:00:00+00:00
EL324,Repair,2018-03-12 13:49:00+00:00,2018-03-12 19:14:08.887043+00:00,2018-03-12 20:00:00+00:00
EL377,Repair,2018-03-12 13:41:00+00:00,2018-03-12 20:09:07.295813+00:00,2018-03-12 20:00:00+00:00
EL337,Under Investigation,2018-03-12 13:19:00+00:00,2018-03-12 16:18:07.663216+00:00,2018-03-12 22:00:00+00:00
EL137,Under Investigation,2018-03-12 13:14:00+00:00,2018-03-12 15:54:07.285120+00:00,2018-03-12 22:00:00+00:00
EL130,Repair,2018-03-12 13:05:00+00:00,2018-03-12 14:20:06.950726+00:00,2018-03-12 21:00:00+00:00
EL145,Repair,2018-03-12 13:00:00+00:00,2018-03-12 18:38:08.089642+00:00,2018-03-12 21:00:00+00:00
EL146,Under Investigation,2018-03-12 12:04:00+00:00,2018-03-12 16:05:07.861434+00:00,2018-03-12 21:00:00+00:00
EL108,Under Investigation,2018-03-12 12:20:00+00:00,2018-03-12 14:11:08.168316+00:00,2018-03-12 20:00:00+00:00
EL107,Under Investigation,2018-03-12 12:20:00+00:00,2018-03-12 13:32:08.947080+00:00,2018-03-12 20:00:00+00:00
EL601,Under Investigation,2018-03-12 10:16:00+00:00,2018-03-12 11:43:07.912637+00:00,2018-03-12 19:00:00+00:00
EL442,Under Investigation,2018-03-12 08:20:00+00:00,2018-03-12 14:43:07.639726+00:00,2018-03-12 16:00:00+00:00
EL721,Under Investigation,2018-03-12 07:30:00+00:00,2018-03-12 11:27:08.507296+00:00,2018-03-12 15:00:00+00:00
EL332,Under Investigation,2018-03-12 05:00:00+00:00,2018-03-12 11:30:07.075354+00:00,2018-03-12 13:00:00+00:00
EL201,Maintenance,2018-03-12 04:05:00+00:00,2018-03-12 09:16:07.945629+00:00,2018-03-12 09:00:00+00:00
EL144,Under Investigation,2018-03-12 03:28:00+00:00,2018-03-12 08:31:08.271273+00:00,2018-03-12 12:00:00+00:00
EL130,Maintenance,2018-03-12 03:49:00+00:00,2018-03-12 09:17:08.404534+00:00,2018-03-12 09:15:00+00:00
EL336,Maintenance,2018-03-12 03:20:00+00:00,2018-03-12 08:57:08.121098+00:00,2018-03-12 09:00:00+00:00
EL267,Maintenance,2018-03-12 03:09:00+00:00,2018-03-12 08:44:08.602622+00:00,2018-03-12 10:00:00+00:00
EL288X,Repair,2018-03-12 01:01:00+00:00,2018-03-12 16:57:08.607362+00:00,2018-03-12 09:00:00+00:00
EL290X,Repair,2018-03-12 01:02:00+00:00,2018-03-12 15:33:08.611636+00:00,2018-03-12 09:00:00+00:00
EL213,Under Investigation,2018-03-11 23:06:00+00:00,2018-03-12 02:42:07.510853+00:00,2018-03-12 08:00:00+00:00
EL375,Under Investigation,2018-03-11 22:49:00+00:00,2018-03-12 01:35:07.577170+00:00,2018-03-12 07:00:00+00:00
EL144,Repair,2018-03-11 20:00:00+00:00,2018-03-11 23:12:07.236915+00:00,2018-03-12 02:00:00+00:00
EL107,Under Investigation,2018-03-11 19:35:00+00:00,2018-03-11 21:26:09.352745+00:00,2018-03-12 04:00:00+00:00
EL305,Repair,2018-03-11 19:25:00+00:00,2018-03-11 21:01:08.847422+00:00,2018-03-12 03:00:00+00:00
EL396,Repair,2018-03-11 19:25:00+00:00,2018-03-12 00:21:06.801522+00:00,2018-03-12 03:00:00+00:00
EL700X,Repair,2018-03-11 19:04:00+00:00,,2018-03-12 03:00:00+00:00
EL129,Repair,2018-03-11 19:10:00+00:00,2018-03-11 19:57:07.883712+00:00,2018-03-12 02:00:00+00:00
EL309,Repair,2018-03-11 18:59:00+00:00,2018-03-11 19:19:09.170747+00:00,2018-03-11 20:00:00+00:00
EL309,Repair,2018-03-11 19:00:00+00:00,2018-03-11 19:04:09.317471+00:00,2018-03-11 20:00:00+00:00
EL420,Maintenance,2018-03-11 18:59:00+00:00,2018-03-11 19:03:08.729696+00:00,2018-03-11 20:00:00+00:00
EL123,Repair,2018-03-11 17:00:00+00:00,2018-03-11 18:44:09.566957+00:00,2018-03-12 01:00:00+00:00
EL262,Under Investigation,2018-03-11 16:42:00+00:00,2018-03-11 17:04:07.490090+00:00,2018-03-12 01:00:00+00:00
EL420,Repair,2018-03-11 14:12:00+00:00,2018-03-11 14:30:06.285236+00:00,2018-03-11 20:00:00+00:00
EL107,Under Investigation,2018-03-11 12:36:00+00:00,2018-03-11 14:07:07.502262+00:00,2018-03-11 21:00:00+00:00
EL447,Under Investigation,2018-03-11 11:21:00+00:00,2018-03-11 18:44:09.566957+00:00,2018-03-11 20:00:00+00:00
EL291X,Repair,2018-03-11 10:40:00+00:00,2018-03-11 19:22:08.975483+00:00,2018-03-11 19:00:00+00:00
EL311,Maintenance,2018-03-11 11:05:00+00:00,2018-03-11 16:50:07.225782+00:00,2018-03-11 19:00:00+00:00
EL160,Repair,2018-03-11 10:01:00+00:00,2018-03-11 16:23:08.199872+00:00,2018-03-11 19:00:00+00:00
EL130,Under Investigation,2018-03-11 10:34:00+00:00,2018-03-11 14:06:07.076705+00:00,2018-03-11 19:00:00+00:00
EL195,Under Investigation,2018-03-11 09:22:00+00:00,2018-03-11 14:32:08.550472+00:00,2018-03-11 18:00:00+00:00
EL178,Under Investigation,2018-03-11 09:26:00+00:00,2018-03-11 11:29:07.918518+00:00,2018-03-11 18:00:00+00:00
EL374,Under Investigation,2018-03-11 08:39:00+00:00,2018-03-11 10:53:08.200902+00:00,2018-03-11 17:00:00+00:00
EL413,Under Investigation,2018-03-11 10:07:00+00:00,2018-03-11 15:49:09.054980+00:00,2018-03-11 18:00:00+00:00
EL391,Under Investigation,2018-03-11 08:14:00+00:00,2018-03-11 09:59:08.508116+00:00,2018-03-11 16:00:00+00:00
EL224,Under Investigation,2018-03-11 08:25:00+00:00,2018-03-11 15:38:08.106122+00:00,2018-03-11 17:00:00+00:00
EL223,Under Investigation,2018-03-11 08:05:00+00:00,2018-03-13 06:15:07.409677+00:00,2018-03-11 17:00:00+00:00
EL139,Under Investigation,2018-03-11 07:30:00+00:00,2018-03-11 09:10:07.589866+00:00,2018-03-11 16:00:00+00:00
EL214,Under Investigation,2018-03-11 07:03:00+00:00,2018-03-11 09:29:07.952189+00:00,2018-03-11 16:00:00+00:00
EL305,Under Investigation,2018-03-11 06:50:00+00:00,2018-03-11 09:01:07.535402+00:00,2018-03-11 14:00:00+00:00
EL277,Under Investigation,2018-03-11 06:08:00+00:00,2018-03-11 08:52:08.244065+00:00,2018-03-11 13:00:00+00:00
EL602,Maintenance,2018-03-11 05:43:00+00:00,2018-03-11 06:04:08.426066+00:00,2018-03-11 07:00:00+00:00
EL371,Under Investigation,2018-03-11 05:05:00+00:00,2018-03-11 09:32:07.920131+00:00,2018-03-11 13:00:00+00:00
EL382,Under Investigation,2018-03-11 05:01:00+00:00,2018-03-11 07:43:09.509019+00:00,2018-03-11 13:00:00+00:00
EL201,Maintenance,2018-03-11 05:05:00+00:00,2018-03-11 07:03:09.022683+00:00,2018-03-11 09:00:00+00:00
EL396,Under Investigation,2018-03-11 04:10:00+00:00,2018-03-11 06:07:08.587674+00:00,2018-03-11 11:00:00+00:00
EL420,Under Investigation,2018-03-11 03:40:00+00:00,2018-03-11 06:59:08.434413+00:00,2018-03-11 11:00:00+00:00
EL160,Maintenance,2018-03-11 04:32:00+00:00,2018-03-11 10:56:08.223230+00:00,2018-03-11 09:00:00+00:00
EL160,Maintenance,2018-03-11 04:00:00+00:00,2018-03-11 04:38:07.599396+00:00,2018-03-11 09:00:00+00:00
EL196,Maintenance,2018-03-11 04:25:00+00:00,2018-03-11 09:30:06.720400+00:00,2018-03-11 09:00:00+00:00
EL290X,Repair,2018-03-10 22:30:00+00:00,2018-03-11 19:22:08.975483+00:00,2018-03-11 07:00:00+00:00
EL114,Maintenance,2018-03-11 03:24:00+00:00,2018-03-11 08:06:07.972028+00:00,2018-03-11 09:00:00+00:00
EL215,Under Investigation,2018-03-10 23:56:00+00:00,2018-03-11 02:02:08.574608+00:00,2018-03-11 07:00:00+00:00
EL115,Repair,2018-03-10 23:39:00+00:00,2018-03-10 23:59:08.950361+00:00,2018-03-11 07:00:00+00:00
EL178,Under Investigation,2018-03-10 22:57:00+00:00,2018-03-11 01:36:07.574852+00:00,2018-03-11 07:00:00+00:00
EL111,Under Investigation,2018-03-10 22:18:00+00:00,2018-03-11 02:10:07.851252+00:00,2018-03-11 07:00:00+00:00
EL395,Repair,2018-03-10 22:38:00+00:00,2018-03-11 00:44:08.218190+00:00,2018-03-11 06:00:00+00:00
EL108,Under Investigation,2018-03-10 22:10:00+00:00,2018-03-11 00:55:08.649659+00:00,2018-03-11 07:00:00+00:00
EL107,Under Investigation,2018-03-10 22:10:00+00:00,2018-03-10 23:55:06.670807+00:00,2018-03-11 07:00:00+00:00
EL317,Repair,2018-03-10 21:43:00+00:00,2018-03-10 23:29:08.630824+00:00,2018-03-11 03:00:00+00:00
EL206,Repair,2018-03-10 21:00:00+00:00,2018-03-11 06:20:07.877861+00:00,2018-03-11 05:00:00+00:00
EL601,Maintenance,2018-03-10 19:00:00+00:00,2018-03-11 09:25:07.386714+00:00,2018-03-11 10:00:00+00:00
EL732,Maintenance,2018-03-10 20:35:00+00:00,2018-03-11 08:46:07.606207+00:00,2018-03-11 06:00:00+00:00
EL219,Repair,2018-03-10 20:40:00+00:00,2018-03-11 00:31:08.219027+00:00,2018-03-11 02:00:00+00:00
EL305,Repair,2018-03-10 19:12:00+00:00,2018-03-10 23:04:07.441799+00:00,2018-03-11 03:00:00+00:00
EL396,Under Investigation,2018-03-10 18:13:00+00:00,2018-03-11 01:58:09.192882+00:00,2018-03-11 02:00:00+00:00
EL105,Under Investigation,2018-03-10 17:15:00+00:00,2018-03-11 02:23:08.986508+00:00,2018-03-11 01:00:00+00:00
EL115,Under Investigation,2018-03-10 16:39:00+00:00,2018-03-10 17:18:07.085717+00:00,2018-03-11 01:00:00+00:00
EL120,Under Investigation,2018-03-10 16:30:00+00:00,2018-03-10 20:05:07.791551+00:00,2018-03-11 01:00:00+00:00
EL122,Under Investigation,2018-03-10 15:54:00+00:00,2018-03-10 18:31:08.287906+00:00,2018-03-11 00:00:00+00:00
EL239,Under Investigation,2018-03-10 16:09:00+00:00,2018-03-10 18:37:07.683790+00:00,2018-03-11 00:00:00+00:00
EL437,Repair,2018-03-10 15:55:00+00:00,2018-03-10 17:11:08.952414+00:00,2018-03-10 23:00:00+00:00
EL129,Repair,2018-03-10 15:35:00+00:00,2018-03-10 16:16:07.928414+00:00,2018-03-11 00:00:00+00:00
EL337,Repair,2018-03-10 14:18:00+00:00,2018-03-10 16:56:08.231130+00:00,2018-03-10 19:00:00+00:00
EL123,Repair,2018-03-10 12:13:00+00:00,2018-03-10 15:45:07.540275+00:00,2018-03-11 03:00:00+00:00
EL148,Repair,2018-03-10 12:20:00+00:00,2018-03-10 23:17:08.856088+00:00,2018-03-10 20:00:00+00:00
EL113,Repair,2018-03-10 11:24:00+00:00,2018-03-10 14:03:07.521418+00:00,2018-03-10 19:00:00+00:00
EL291X,Repair,2018-03-10 06:30:00+00:00,2018-03-10 16:44:08.252330+00:00,2018-03-10 15:00:00+00:00
EL290X,Repair,2018-03-10 06:30:00+00:00,2018-03-10 16:45:07.562690+00:00,2018-03-10 15:00:00+00:00
EL112,Repair,2018-03-10 09:10:00+00:00,2018-03-10 10:58:09.732774+00:00,2018-03-10 11:00:00+00:00
EL402,Under Investigation,2018-03-10 08:36:00+00:00,2018-03-10 09:52:07.833197+00:00,2018-03-10 16:00:00+00:00
EL382,Under Investigation,2018-03-10 07:53:00+00:00,2018-03-10 12:28:08.691394+00:00,2018-03-10 16:00:00+00:00
EL710,Under Investigation,2018-03-10 07:43:00+00:00,2018-03-10 08:49:09.327727+00:00,2018-03-10 16:00:00+00:00
EL731,Maintenance,2018-03-10 07:45:00+00:00,2018-03-10 10:01:08.757405+00:00,2018-03-10 11:00:00+00:00
EL394,Maintenance,2018-03-10 07:30:00+00:00,2018-03-10 10:17:08.576726+00:00,2018-03-10 11:00:00+00:00
EL117,Repair,2018-03-10 06:55:00+00:00,2018-03-10 09:07:07.692548+00:00,2018-03-10 10:00:00+00:00
EL449X,Repair,2018-03-10 05:50:00+00:00,2018-03-12 16:57:08.607362+00:00,2018-03-10 14:00:00+00:00
EL136,Repair,2018-03-10 05:28:00+00:00,2018-03-10 06:11:08.601900+00:00,2018-03-10 10:00:00+00:00
EL113,Repair,2018-03-10 05:10:00+00:00,2018-03-10 05:58:07.771006+00:00,2018-03-10 06:00:00+00:00
EL602,Maintenance,2018-03-10 04:55:00+00:00,2018-03-10 17:07:09.747467+00:00,2018-03-10 17:00:00+00:00
EL196,Maintenance,2018-03-10 04:29:00+00:00,2018-03-10 09:58:08.537771+00:00,2018-03-10 10:00:00+00:00
EL431,Maintenance,2018-03-10 04:35:00+00:00,2018-03-10 09:59:08.787536+00:00,2018-03-10 10:00:00+00:00
EL393,Maintenance,2018-03-10 04:45:00+00:00,2018-03-10 07:25:08.095408+00:00,2018-03-10 11:00:00+00:00
EL343,Maintenance,2018-03-10 04:35:00+00:00,2018-03-10 09:54:06.987097+00:00,2018-03-10 10:00:00+00:00
EL332,Maintenance,2018-03-10 04:40:00+00:00,2018-03-10 09:50:07.197195+00:00,2018-03-10 10:00:00+00:00
EL310,Inspection,2018-03-10 04:00:00+00:00,2018-03-10 09:36:07.355012+00:00,2018-03-10 11:00:00+00:00
EL229,Repair,2018-03-10 04:30:00+00:00,2018-03-10 10:22:08.448222+00:00,2018-03-10 11:00:00+00:00
EL730,Maintenance,2018-03-10 04:10:00+00:00,2018-03-10 07:37:08.436887+00:00,2018-03-10 11:00:00+00:00
EL160,Under Investigation,2018-03-09 22:06:00+00:00,2018-03-10 03:46:08.238423+00:00,2018-03-10 07:00:00+00:00
EL333,Under Investigation,2018-03-09 22:17:00+00:00,2018-03-10 00:54:07.601130+00:00,2018-03-10 07:00:00+00:00
EL138,Under Investigation,2018-03-09 22:05:00+00:00,2018-03-10 01:31:08.500472+00:00,2018-03-10 07:00:00+00:00
EL137,Under Investigation,2018-03-09 22:05:00+00:00,2018-03-10 02:19:08.996683+00:00,2018-03-10 07:00:00+00:00
EL337,Repair,2018-03-09 21:50:00+00:00,2018-03-09 23:18:07.620024+00:00,2018-03-10 03:00:00+00:00
EL139,Under Investigation,2018-03-09 21:36:00+00:00,2018-03-10 00:11:07.856455+00:00,2018-03-10 08:00:00+00:00
EL324,Under Investigation,2018-03-09 19:29:00+00:00,2018-03-09 22:42:06.551761+00:00,2018-03-10 04:00:00+00:00
EL202,Under Investigation,2018-03-09 19:05:00+00:00,2018-03-09 22:30:07.184859+00:00,2018-03-10 04:00:00+00:00
EL324,Under Investigation,2018-03-09 19:30:00+00:00,2018-03-09 20:56:08.762074+00:00,2018-03-10 04:00:00+00:00
EL250,Under Investigation,2018-03-09 19:49:00+00:00,2018-03-10 00:53:08.431004+00:00,2018-03-10 04:00:00+00:00
EL716,Under Investigation,2018-03-09 20:00:00+00:00,2018-03-10 02:24:08.382005+00:00,2018-03-10 16:00:00+00:00
EL120,Repair,2018-03-09 18:41:00+00:00,2018-03-10 02:31:08.343311+00:00,2018-03-10 03:00:00+00:00
EL113,Under Investigation,2018-03-09 16:55:00+00:00,2018-03-10 01:15:07.278171+00:00,2018-03-10 01:00:00+00:00
EL128,Repair,2018-03-09 16:36:00+00:00,2018-03-09 20:14:08.336727+00:00,2018-03-10 01:00:00+00:00
EL148,Repair,2018-03-09 16:29:00+00:00,2018-03-09 17:33:07.327005+00:00,2018-03-10 01:00:00+00:00
EL372,Repair,2018-03-09 16:23:00+00:00,2018-03-09 19:38:08.282965+00:00,2018-03-10 01:00:00+00:00
EL304,Repair,2018-03-09 15:54:00+00:00,2018-03-09 17:34:09.310932+00:00,2018-03-10 01:00:00+00:00
EL277,Repair,2018-03-09 15:46:00+00:00,2018-03-09 16:34:08.137943+00:00,2018-03-10 00:00:00+00:00
EL139,Repair,2018-03-09 14:58:00+00:00,2018-03-09 17:25:06.920827+00:00,2018-03-10 03:00:00+00:00
EL319,Repair,2018-03-09 15:06:00+00:00,2018-03-09 18:54:08.220639+00:00,2018-03-09 21:00:00+00:00
EL339,Repair,2018-03-09 14:27:00+00:00,2018-03-09 20:40:06.563342+00:00,2018-03-09 21:00:00+00:00
EL377,Repair,2018-03-09 14:15:00+00:00,2018-03-09 20:49:09.294556+00:00,2018-03-09 21:00:00+00:00
EL324,Repair,2018-03-09 14:01:00+00:00,2018-03-09 20:43:08.533957+00:00,2018-03-09 22:00:00+00:00
EL145,Cleaning,2018-03-09 14:00:00+00:00,2018-03-09 20:01:07.894312+00:00,2018-03-09 22:00:00+00:00
EL376,Under Investigation,2018-03-09 13:13:00+00:00,2018-03-09 16:01:07.505064+00:00,2018-03-09 22:00:00+00:00
EL107,Under Investigation,2018-03-09 13:09:00+00:00,2018-03-09 13:59:08.571153+00:00,2018-03-09 21:00:00+00:00
EL303,Under Investigation,2018-03-09 11:55:00+00:00,2018-03-09 15:34:07.371461+00:00,2018-03-09 20:00:00+00:00
EL301,Under Investigation,2018-03-09 11:55:00+00:00,2018-03-09 13:38:08.160691+00:00,2018-03-09 20:00:00+00:00
EL103,Repair,2018-03-09 11:05:00+00:00,2018-03-09 13:02:07.804519+00:00,2018-03-09 19:00:00+00:00
EL290X,Repair,2018-03-09 05:05:00+00:00,2018-03-09 16:39:08.243847+00:00,2018-03-09 14:00:00+00:00
EL332,Access Improvements,2018-03-09 09:46:00+00:00,2018-03-09 10:38:07.982811+00:00,2018-03-09 11:00:00+00:00
EL129,Repair,2018-03-09 09:31:00+00:00,2018-03-09 10:38:07.982811+00:00,2018-03-09 22:00:00+00:00
EL113,Repair,2018-03-09 09:12:00+00:00,2018-03-09 15:39:07.026163+00:00,2018-03-09 10:00:00+00:00
EL372,Under Investigation,2018-03-09 08:12:00+00:00,2018-03-09 09:56:08.653554+00:00,2018-03-09 17:00:00+00:00
EL331,Access Improvements,2018-03-09 07:45:00+00:00,2018-03-09 09:26:08.667844+00:00,2018-03-09 09:00:00+00:00
EL118,Repair,2018-03-09 06:55:00+00:00,2018-03-09 09:02:08.270241+00:00,2018-03-09 09:00:00+00:00
EL449X,Under Investigation,2018-03-09 06:25:00+00:00,2018-03-09 23:00:07.337447+00:00,2018-03-09 11:00:00+00:00
EL330,Maintenance,2018-03-09 06:10:00+00:00,2018-03-09 07:41:07.586858+00:00,2018-03-09 07:30:00+00:00
EL113,Inspection,2018-03-09 05:55:00+00:00,2018-03-09 09:13:08.587640+00:00,2018-03-09 09:00:00+00:00
EL305,Under Investigation,2018-03-09 05:43:00+00:00,2018-03-09 09:33:07.799164+00:00,2018-03-09 14:00:00+00:00
EL299,Maintenance,2018-03-09 05:25:00+00:00,2018-03-09 08:33:07.747737+00:00,2018-03-09 08:00:00+00:00
EL181,Inspection,2018-03-09 05:15:00+00:00,2018-03-09 09:42:07.595243+00:00,2018-03-09 10:00:00+00:00
EL245,Inspection,2018-03-09 05:09:00+00:00,2018-03-09 09:23:09.030276+00:00,2018-03-09 09:15:00+00:00
EL343,Maintenance,2018-03-09 04:52:00+00:00,2018-03-09 09:47:07.257275+00:00,2018-03-09 10:00:00+00:00
EL129,Inspection,2018-03-09 04:45:00+00:00,2018-03-09 09:37:08.119226+00:00,2018-03-09 09:00:00+00:00
EL329,Maintenance,2018-03-09 04:47:00+00:00,2018-03-09 06:06:08.391829+00:00,2018-03-09 07:00:00+00:00
EL232,Maintenance,2018-03-09 04:35:00+00:00,2018-03-09 10:23:08.481105+00:00,2018-03-09 10:00:00+00:00
EL136,Maintenance,2018-03-09 04:40:00+00:00,2018-03-09 09:58:08.224387+00:00,2018-03-09 10:00:00+00:00
EL113,Under Investigation,2018-03-09 04:27:00+00:00,2018-03-09 05:36:07.014443+00:00,2018-03-09 13:00:00+00:00
EL209,Maintenance,2018-03-09 04:22:00+00:00,2018-03-09 09:38:08.567657+00:00,2018-03-09 10:20:00+00:00
EL332,Maintenance,2018-03-09 04:15:00+00:00,2018-03-09 09:49:07.858935+00:00,2018-03-09 10:00:00+00:00
EL431,Maintenance,2018-03-09 04:11:00+00:00,2018-03-09 10:01:08.504326+00:00,2018-03-09 09:50:00+00:00
EL445X,Repair,2018-03-08 23:01:00+00:00,2018-03-09 10:40:08.834202+00:00,2018-03-09 07:00:00+00:00
EL424,Under Investigation,2018-03-09 02:08:00+00:00,2018-03-09 05:22:08.851613+00:00,2018-03-09 11:00:00+00:00
EL337,Repair,2018-03-09 00:49:00+00:00,2018-03-09 19:51:08.730333+00:00,2018-03-09 09:00:00+00:00
EL324,Under Investigation,2018-03-09 00:20:00+00:00,2018-03-09 02:25:06.736751+00:00,2018-03-09 12:00:00+00:00
EL428,Repair,2018-03-09 00:05:00+00:00,2018-03-09 02:05:07.256918+00:00,2018-03-09 10:00:00+00:00
EL105,Under Investigation,2018-03-08 23:50:00+00:00,2018-03-09 02:42:08.040185+00:00,2018-03-09 08:00:00+00:00
EL337,Under Investigation,2018-03-08 20:40:00+00:00,2018-03-08 22:33:08.016519+00:00,2018-03-09 05:00:00+00:00
EL445X,Repair,2018-03-08 17:18:00+00:00,2018-03-08 23:04:08.145495+00:00,2018-03-09 02:00:00+00:00
EL204,Under Investigation,2018-03-08 18:34:00+00:00,2018-03-12 23:01:08.172835+00:00,2018-03-09 03:00:00+00:00
EL707,Under Investigation,2018-03-08 18:24:00+00:00,2018-03-08 18:41:08.911204+00:00,2018-03-09 03:00:00+00:00
EL708,Under Investigation,2018-03-08 17:47:00+00:00,2018-03-08 19:10:06.886384+00:00,2018-03-09 02:00:00+00:00
EL600,Under Investigation,2018-03-08 17:51:00+00:00,2018-03-08 18:10:07.184300+00:00,2018-03-09 02:00:00+00:00
EL708,Under Investigation,2018-03-08 17:23:00+00:00,2018-03-08 17:52:08.089639+00:00,2018-03-09 02:00:00+00:00
EL708,Under Investigation,2018-03-08 16:57:00+00:00,2018-03-08 17:13:08.529944+00:00,2018-03-09 01:00:00+00:00
EL720,Under Investigation,2018-03-08 17:02:00+00:00,2018-03-08 17:11:08.287270+00:00,2018-03-09 02:00:00+00:00
EL429,Repair,2018-03-08 16:17:00+00:00,2018-03-08 21:50:08.534267+00:00,2018-03-09 01:00:00+00:00
EL424,Repair,2018-03-08 16:03:00+00:00,2018-03-08 18:29:08.503858+00:00,2018-03-09 00:00:00+00:00
EL341,Repair,2018-03-08 16:03:00+00:00,2018-03-08 18:03:08.855580+00:00,2018-03-08 21:00:00+00:00
EL707,Repair,2018-03-08 15:55:00+00:00,2018-03-08 18:10:07.184300+00:00,2018-03-08 21:00:00+00:00
EL377,Maintenance,2018-03-08 15:35:00+00:00,2018-03-08 20:33:08.234633+00:00,2018-03-09 00:00:00+00:00
EL443,Repair,2018-03-08 15:30:00+00:00,2018-03-08 19:32:09.601981+00:00,2018-03-08 20:00:00+00:00
EL308,Maintenance,2018-03-08 15:20:00+00:00,2018-03-08 19:20:06.513637+00:00,2018-03-08 23:00:00+00:00
EL324,Repair,2018-03-08 14:40:00+00:00,2018-03-08 20:18:08.478680+00:00,2018-03-08 21:00:00+00:00
EL339,Repair,2018-03-08 14:35:00+00:00,2018-03-08 20:31:08.290657+00:00,2018-03-08 21:00:00+00:00
EL376,Under Investigation,2018-03-08 14:12:00+00:00,2018-03-08 15:32:07.606377+00:00,2018-03-08 21:00:00+00:00
EL148,Under Investigation,2018-03-08 14:00:00+00:00,2018-03-09 10:12:11.038035+00:00,2018-03-08 22:00:00+00:00
EL145,Repair,2018-03-08 14:06:00+00:00,2018-03-08 19:28:07.635969+00:00,2018-03-08 20:30:00+00:00
EL602,Under Investigation,2018-03-08 12:34:00+00:00,2018-03-09 00:58:08.664488+00:00,2018-03-08 21:00:00+00:00
EL109,Weather Related,2018-03-08 12:25:00+00:00,2018-03-08 15:38:07.771286+00:00,2018-03-08 21:00:00+00:00
EL109,Weather Related,2018-03-08 12:19:00+00:00,2018-03-08 12:26:07.516985+00:00,2018-03-08 21:00:00+00:00
EL266,Under Investigation,2018-03-08 10:38:00+00:00,2018-03-08 16:38:07.080832+00:00,2018-03-08 19:00:00+00:00
EL291X,Repair,2018-03-08 05:05:00+00:00,2018-03-08 20:13:08.835850+00:00,2018-03-08 14:00:00+00:00
