elevator,reason,out_of_service,first_missed,estimated_return
EL337,Under Investigation,2018-03-12 13:19:00+00:00,2018-03-12 16:18:07.663216+00:00,2018-03-12 22:00:00+00:00
EL137,Under Investigation,2018-03-12 13:14:00+00:00,2018-03-12 15:54:07.285120+00:00,2018-03-12 22:00:00+00:00
EL120,Under Investigation,2018-03-12 14:56:00+00:00,2018-03-12 16:54:07.970199+00:00,2018-03-12 23:00:00+00:00
EL333,Under Investigation,2018-03-12 14:37:00+00:00,2018-03-12 16:03:08.040602+00:00,2018-03-12 23:00:00+00:00
EL376,Under Investigation,2018-03-12 15:25:00+00:00,2018-03-12 15:49:08.352857+00:00,2018-03-13 00:00:00+00:00
EL136,Under Investigation,2018-03-12 16:29:00+00:00,2018-03-12 23:41:07.876277+00:00,2018-03-13 01:00:00+00:00
EL124,Repair,2018-03-12 21:02:00+00:00,2018-03-12 22:17:08.563584+00:00,2018-03-13 02:00:00+00:00
EL144,Repair,2018-03-12 21:00:00+00:00,2018-03-12 22:32:08.706038+00:00,2018-03-13 02:00:00+00:00
EL148,Repair,2018-03-12 19:41:00+00:00,2018-03-12 23:46:08.107841+00:00,2018-03-13 02:00:00+00:00
EL144,Under Investigation,2018-03-12 17:50:00+00:00,2018-03-12 20:37:06.883415+00:00,2018-03-13 02:00:00+00:00
EL498,Under Investigation,2018-03-12 17:21:00+00:00,2018-03-13 00:33:08.354113+00:00,2018-03-13 02:00:00+00:00
EL103,Under Investigation,2018-03-12 19:00:00+00:00,2018-03-12 19:51:08.575542+00:00,2018-03-13 03:00:00+00:00
EL137,Under Investigation,2018-03-12 19:23:00+00:00,2018-03-13 21:38:08.451885+00:00,2018-03-13 04:00:00+00:00
EL408,Maintenance,2018-03-13 03:55:00+00:00,2018-03-13 04:59:08.720362+00:00,2018-03-13 05:00:00+00:00
EL441,Under Investigation,2018-03-12 20:40:00+00:00,2018-03-13 07:42:07.244113+00:00,2018-03-13 05:00:00+00:00
EL329,Repair,2018-03-12 19:25:00+00:00,2018-03-14 00:38:07.671401+00:00,2018-03-13 05:00:00+00:00
EL142,Under Investigation,2018-03-12 21:44:00+00:00,2018-03-13 06:11:07.726687+00:00,2018-03-13 06:00:00+00:00
EL409,Maintenance,2018-03-13 05:08:00+00:00,2018-03-13 06:39:08.085320+00:00,2018-03-13 07:00:00+00:00
EL116,Under Investigation,2018-03-12 22:40:00+00:00,2018-03-13 00:36:07.593451+00:00,2018-03-13 07:00:00+00:00
EL116,Under Investigation,2018-03-12 22:23:00+00:00,2018-03-12 22:51:07.444706+00:00,2018-03-13 07:00:00+00:00
EL110,Under Investigation,2018-03-12 23:25:00+00:00,2018-03-13 03:02:08.331746+00:00,2018-03-13 08:00:00+00:00
EL290X,Repair,2018-03-12 23:15:00+00:00,2018-03-13 15:35:08.656504+00:00,2018-03-13 08:00:00+00:00
EL212,Inspection,2018-03-13 03:40:00+00:00,2018-03-13 08:27:08.682663+00:00,2018-03-13 08:30:00+00:00
EL245,Maintenance,2018-03-13 03:41:00+00:00,2018-03-13 09:00:07.051954+00:00,2018-03-13 08:45:00+00:00
EL332,Maintenance,2018-03-13 03:35:00+00:00,2018-03-13 06:27:08.050457+00:00,2018-03-13 08:50:00+00:00
EL201,Maintenance,2018-03-13 03:42:00+00:00,2018-03-13 09:01:09.620530+00:00,2018-03-13 09:00:00+00:00
EL760,Maintenance,2018-03-13 03:50:00+00:00,2018-03-13 05:43:09.289179+00:00,2018-03-13 09:00:00+00:00
EL336,Maintenance,2018-03-13 03:36:00+00:00,2018-03-13 08:43:07.406688+00:00,2018-03-13 09:00:00+00:00
EL135,Maintenance,2018-03-13 03:15:00+00:00,2018-03-13 09:16:08.578287+00:00,2018-03-13 09:00:00+00:00
EL187,Maintenance,2018-03-13 03:05:00+00:00,2018-03-13 09:04:08.558798+00:00,2018-03-13 09:00:00+00:00
EL130,Maintenance,2018-03-13 03:20:00+00:00,2018-03-13 09:12:07.752969+00:00,2018-03-13 09:15:00+00:00
EL225,Inspection,2018-03-13 03:25:00+00:00,2018-03-13 06:06:08.470589+00:00,2018-03-13 10:00:00+00:00
EL226,Inspection,2018-03-13 07:39:00+00:00,2018-03-13 09:17:08.690031+00:00,2018-03-13 11:00:00+00:00
EL226,Inspection,2018-03-13 06:05:00+00:00,2018-03-13 09:16:08.578287+00:00,2018-03-13 11:00:00+00:00
EL277,Under Investigation,2018-03-13 03:09:00+00:00,2018-03-13 07:36:07.490675+00:00,2018-03-13 12:00:00+00:00
EL114,Maintenance,2018-03-13 06:03:00+00:00,2018-03-13 09:39:07.594839+00:00,2018-03-13 14:00:00+00:00
EL226,Under Investigation,2018-03-13 06:27:00+00:00,2018-03-13 09:10:06.163592+00:00,2018-03-13 15:00:00+00:00
EL308,Under Investigation,2018-03-13 05:24:00+00:00,2018-03-13 07:19:08.486580+00:00,2018-03-13 15:00:00+00:00
EL259,Repair,2018-03-13 14:10:00+00:00,2018-03-13 14:36:08.433660+00:00,2018-03-13 17:00:00+00:00
EL603,Under Investigation,2018-03-13 08:03:00+00:00,2018-03-13 12:07:08.663978+00:00,2018-03-13 17:00:00+00:00
EL373,Under Investigation,2018-03-13 08:23:00+00:00,2018-03-13 11:43:08.648546+00:00,2018-03-13 17:00:00+00:00
EL339,Repair,2018-03-13 12:35:00+00:00,2018-03-13 16:45:07.105040+00:00,2018-03-13 18:00:00+00:00
EL192,Under Investigation,2018-03-13 10:30:00+00:00,2018-03-13 11:38:08.245110+00:00,2018-03-13 18:00:00+00:00
EL139,Repair,2018-03-13 14:30:00+00:00,2018-03-13 18:24:06.664388+00:00,2018-03-13 19:00:00+00:00
EL324,Repair,2018-03-13 13:36:00+00:00,2018-03-13 18:18:08.430181+00:00,2018-03-13 19:00:00+00:00
EL377,Repair,2018-03-13 13:06:00+00:00,2018-03-13 19:08:08.609851+00:00,2018-03-13 19:00:00+00:00
EL188,Under Investigation,2018-03-13 11:06:00+00:00,2018-03-13 11:22:08.115348+00:00,2018-03-13 20:00:00+00:00
EL145,Repair,2018-03-13 13:20:00+00:00,2018-03-13 18:54:07.614928+00:00,2018-03-13 21:00:00+00:00
EL403,Under Investigation,2018-03-13 13:57:00+00:00,2018-03-14 23:03:08.653588+00:00,2018-03-13 22:00:00+00:00
EL281,Under Investigation,2018-03-13 15:28:00+00:00,2018-03-13 17:23:08.563357+00:00,2018-03-14 00:00:00+00:00
EL221,Under Investigation,2018-03-13 17:37:00+00:00,2018-03-13 22:32:08.875995+00:00,2018-03-14 02:00:00+00:00
EL223,Repair,2018-03-13 17:08:00+00:00,2018-03-13 18:00:06.004447+00:00,2018-03-14 03:00:00+00:00
EL245,Under Investigation,2018-03-13 20:10:00+00:00,2018-03-13 22:59:08.688341+00:00,2018-03-14 05:00:00+00:00
EL103,Under Investigation,2018-03-13 20:40:00+00:00,2018-03-13 23:43:08.217780+00:00,2018-03-14 05:00:00+00:00
EL227,Inspection,2018-03-14 03:28:00+00:00,2018-03-14 06:03:08.622804+00:00,2018-03-14 06:00:00+00:00
EL450X,Repair,2018-03-13 22:49:00+00:00,2018-03-14 15:37:07.490001+00:00,2018-03-14 06:00:00+00:00
EL716,Repair,2018-03-14 01:45:00+00:00,2018-03-14 04:22:07.365891+00:00,2018-03-14 07:00:00+00:00
EL303,Repair,2018-03-13 23:14:00+00:00,2018-03-14 00:41:08.581786+00:00,2018-03-14 07:00:00+00:00
EL414,Maintenance,2018-03-14 04:15:00+00:00,2018-03-14 05:40:07.632687+00:00,2018-03-14 09:00:00+00:00
EL137,Maintenance,2018-03-14 04:11:00+00:00,2018-03-14 08:56:08.058141+00:00,2018-03-14 09:00:00+00:00
EL245,Maintenance,2018-03-14 04:05:00+00:00,2018-03-14 08:59:08.858064+00:00,2018-03-14 09:00:00+00:00
EL760,Maintenance,2018-03-14 03:55:00+00:00,2018-03-14 07:15:07.208550+00:00,2018-03-14 09:00:00+00:00
EL333,Maintenance,2018-03-14 03:40:00+00:00,2018-03-14 08:54:06.865211+00:00,2018-03-14 09:00:00+00:00
EL332,Maintenance,2018-03-14 03:35:00+00:00,2018-03-14 08:16:06.813686+00:00,2018-03-14 09:00:00+00:00
EL135,Maintenance,2018-03-14 03:25:00+00:00,2018-03-14 09:10:06.935155+00:00,2018-03-14 09:00:00+00:00
EL187,Maintenance,2018-03-14 02:58:00+00:00,2018-03-14 06:45:07.117329+00:00,2018-03-14 09:00:00+00:00
EL228,Inspection,2018-03-14 06:04:00+00:00,2018-03-14 08:45:07.358356+00:00,2018-03-14 10:00:00+00:00
EL113,Maintenance,2018-03-14 05:50:00+00:00,2018-03-14 08:10:07.705562+00:00,2018-03-14 10:00:00+00:00
EL716,Maintenance,2018-03-14 04:20:00+00:00,2018-03-14 09:08:08.260870+00:00,2018-03-14 10:00:00+00:00
EL761,Inspection,2018-03-14 04:05:00+00:00,2018-03-14 08:07:07.437120+00:00,2018-03-14 10:00:00+00:00
EL601,Inspection,2018-03-14 03:58:00+00:00,2018-03-14 08:46:07.662191+00:00,2018-03-14 10:00:00+00:00
EL130,Inspection,2018-03-14 03:57:00+00:00,2018-03-14 08:39:08.053522+00:00,2018-03-14 10:00:00+00:00
EL212,Maintenance,2018-03-14 03:24:00+00:00,2018-03-14 08:51:08.354442+00:00,2018-03-14 10:00:00+00:00
EL107,Under Investigation,2018-03-14 01:30:00+00:00,2018-03-14 05:18:08.202588+00:00,2018-03-14 10:00:00+00:00
EL223,Under Investigation,2018-03-14 03:00:00+00:00,2018-03-14 09:40:07.228854+00:00,2018-03-14 11:00:00+00:00
EL267,Under Investigation,2018-03-14 03:49:00+00:00,2018-03-14 05:44:07.974897+00:00,2018-03-14 12:00:00+00:00
EL395,Under Investigation,2018-03-14 03:04:00+00:00,2018-03-14 06:09:07.683405+00:00,2018-03-14 12:00:00+00:00
EL303,Under Investigation,2018-03-14 02:40:00+00:00,2018-03-14 04:43:08.288305+00:00,2018-03-14 12:00:00+00:00
EL290X,Repair,2018-03-13 20:45:00+00:00,2018-03-14 15:56:08.192944+00:00,2018-03-14 13:00:00+00:00
EL373,Under Investigation,2018-03-14 03:23:00+00:00,2018-03-14 07:36:08.246516+00:00,2018-03-14 13:00:00+00:00
EL341,Under Investigation,2018-03-14 06:43:00+00:00,2018-03-14 09:36:06.865779+00:00,2018-03-14 14:00:00+00:00
EL222,Under Investigation,2018-03-14 05:44:00+00:00,2018-03-14 09:39:08.520357+00:00,2018-03-14 14:00:00+00:00
EL191,Under Investigation,2018-03-14 05:32:00+00:00,2018-03-14 08:43:07.570399+00:00,2018-03-14 14:00:00+00:00
EL290X,Repair,2018-03-14 05:25:00+00:00,2018-03-14 11:19:09.444646+00:00,2018-03-14 14:00:00+00:00
EL106,Under Investigation,2018-03-14 07:43:00+00:00,2018-03-14 09:31:08.039416+00:00,2018-03-14 15:00:00+00:00
EL106,Under Investigation,2018-03-14 07:41:00+00:00,2018-03-14 08:06:06.748854+00:00,2018-03-14 15:00:00+00:00
EL187,Repair,2018-03-14 12:11:00+00:00,2018-03-14 14:45:09.084270+00:00,2018-03-14 16:00:00+00:00
EL377,Repair,2018-03-14 13:00:00+00:00,2018-03-14 19:11:08.439832+00:00,2018-03-14 19:00:00+00:00
EL145,Repair,2018-03-14 12:59:00+00:00,2018-03-14 19:25:08.078952+00:00,2018-03-14 19:00:00+00:00
EL324,Repair,2018-03-14 13:28:00+00:00,2018-03-14 18:22:08.310434+00:00,2018-03-14 20:00:00+00:00
EL319,Repair,2018-03-14 13:20:00+00:00,2018-03-14 19:35:08.905566+00:00,2018-03-14 20:00:00+00:00
EL341,Under Investigation,2018-03-14 12:10:00+00:00,2018-03-14 21:10:07.536739+00:00,2018-03-14 20:00:00+00:00
EL107,Under Investigation,2018-03-14 11:48:00+00:00,2018-03-14 13:09:09.437978+00:00,2018-03-14 20:00:00+00:00
EL408,Under Investigation,2018-03-14 12:31:00+00:00,2018-03-14 15:10:07.645899+00:00,2018-03-14 21:00:00+00:00
EL317,Under Investigation,2018-03-14 12:39:00+00:00,2018-03-14 14:50:07.783872+00:00,2018-03-14 21:00:00+00:00
EL221,Repair,2018-03-14 16:01:00+00:00,2018-03-15 01:00:06.688292+00:00,2018-03-14 22:00:00+00:00
EL112,Under Investigation,2018-03-14 14:50:00+00:00,2018-03-14 17:00:06.434401+00:00,2018-03-14 22:00:00+00:00
EL394,Repair,2018-03-14 14:53:00+00:00,2018-03-14 18:16:08.017802+00:00,2018-03-14 23:00:00+00:00
EL224,Modifications In Progress,2018-03-14 14:01:00+00:00,2018-03-14 16:01:07.514384+00:00,2018-03-14 23:00:00+00:00
EL316,Under Investigation,2018-03-14 15:41:00+00:00,2018-03-14 18:30:06.876471+00:00,2018-03-15 00:00:00+00:00
EL433,Under Investigation,2018-03-14 15:25:00+00:00,2018-03-14 16:52:08.903403+00:00,2018-03-15 00:00:00+00:00
EL346,Under Investigation,2018-03-14 19:51:00+00:00,2018-03-15 04:22:07.523797+00:00,2018-03-15 04:00:00+00:00
EL290X,Repair,2018-03-14 20:30:00+00:00,2018-03-16 08:27:08.143421+00:00,2018-03-15 05:00:00+00:00
EL146,Under Investigation,2018-03-14 20:02:00+00:00,2018-03-14 23:19:10.029909+00:00,2018-03-15 05:00:00+00:00
EL206,Access Improvements,2018-03-15 03:46:00+00:00,2018-03-15 07:28:07.966862+00:00,2018-03-15 06:00:00+00:00
EL332,Under Investigation,2018-03-14 21:31:00+00:00,2018-03-15 01:12:08.330012+00:00,2018-03-15 06:00:00+00:00
EL719,Under Investigation,2018-03-14 21:45:00+00:00,2018-03-15 06:18:08.414799+00:00,2018-03-15 06:00:00+00:00
EL375,Under Investigation,2018-03-14 21:24:00+00:00,2018-03-15 01:01:08.370413+00:00,2018-03-15 06:00:00+00:00
EL107,Under Investigation,2018-03-14 21:25:00+00:00,2018-03-15 02:08:08.883610+00:00,2018-03-15 06:00:00+00:00
EL303,Under Investigation,2018-03-14 22:30:00+00:00,2018-03-15 06:23:08.619145+00:00,2018-03-15 06:30:00+00:00
EL202,Under Investigation,2018-03-14 22:09:00+00:00,2018-03-15 00:20:06.882880+00:00,2018-03-15 07:00:00+00:00
EL213,Repair,2018-03-14 18:50:00+00:00,2018-03-14 21:12:08.388816+00:00,2018-03-15 07:00:00+00:00
EL281,Under Investigation,2018-03-14 23:40:00+00:00,2018-03-15 01:42:08.444395+00:00,2018-03-15 08:00:00+00:00
EL716,Under Investigation,2018-03-14 23:29:00+00:00,2018-03-15 05:09:07.792589+00:00,2018-03-15 08:00:00+00:00
EL197,Maintenance,2018-03-15 05:03:00+00:00,2018-03-15 08:55:07.213231+00:00,2018-03-15 08:30:00+00:00
EL245,Maintenance,2018-03-15 04:12:00+00:00,2018-03-15 09:17:08.740623+00:00,2018-03-15 08:45:00+00:00
EL716,Maintenance,2018-03-15 06:40:00+00:00,2018-03-15 08:39:08.035133+00:00,2018-03-15 09:00:00+00:00
EL333,Maintenance,2018-03-15 05:05:00+00:00,2018-03-15 09:02:08.157834+00:00,2018-03-15 09:00:00+00:00
EL136,Inspection,2018-03-15 04:03:00+00:00,2018-03-15 07:52:08.718657+00:00,2018-03-15 09:00:00+00:00
EL146,Maintenance,2018-03-15 03:40:00+00:00,2018-03-15 08:59:09.060065+00:00,2018-03-15 09:00:00+00:00
EL434,Maintenance,2018-03-15 03:42:00+00:00,2018-03-15 09:12:07.705035+00:00,2018-03-15 09:00:00+00:00
EL137,Maintenance,2018-03-15 03:30:00+00:00,2018-03-15 08:58:07.823041+00:00,2018-03-15 09:00:00+00:00
EL139,Maintenance,2018-03-15 03:10:00+00:00,2018-03-15 09:14:07.640551+00:00,2018-03-15 09:00:00+00:00
EL311,Inspection,2018-03-15 03:05:00+00:00,2018-03-15 08:52:07.609774+00:00,2018-03-15 09:00:00+00:00
EL187,Maintenance,2018-03-15 03:00:00+00:00,2018-03-15 08:57:08.392345+00:00,2018-03-15 09:00:00+00:00
EL224,Repair,2018-03-15 03:20:00+00:00,2018-03-15 05:59:09.411872+00:00,2018-03-15 09:30:00+00:00
EL113,Maintenance,2018-03-15 05:50:00+00:00,2018-03-15 08:17:08.802454+00:00,2018-03-15 10:00:00+00:00
EL210,Cleaning,2018-03-15 03:36:00+00:00,2018-03-15 07:58:08.331346+00:00,2018-03-15 10:00:00+00:00
EL212,Maintenance,2018-03-15 03:50:00+00:00,2018-03-15 12:27:07.571816+00:00,2018-03-15 10:00:00+00:00
EL310,Under Investigation,2018-03-15 01:30:00+00:00,2018-03-15 05:05:08.453945+00:00,2018-03-15 10:00:00+00:00
EL220,Under Investigation,2018-03-15 03:42:00+00:00,2018-03-15 07:07:07.853965+00:00,2018-03-15 11:00:00+00:00
EL300X,Repair,2018-03-15 04:30:00+00:00,2018-03-15 16:51:07.755264+00:00,2018-03-15 12:00:00+00:00
EL277,Under Investigation,2018-03-15 03:32:00+00:00,2018-03-15 06:23:08.619145+00:00,2018-03-15 12:00:00+00:00
EL710,Under Investigation,2018-03-15 03:45:00+00:00,2018-03-15 08:24:06.698157+00:00,2018-03-15 13:00:00+00:00
EL415X,Repair,2018-03-15 05:20:00+00:00,2018-03-15 13:40:06.762977+00:00,2018-03-15 14:00:00+00:00
EL204,Under Investigation,2018-03-15 05:35:00+00:00,2018-03-15 07:42:07.802358+00:00,2018-03-15 14:00:00+00:00
EL320,Under Investigation,2018-03-15 06:45:00+00:00,2018-03-15 09:14:07.640551+00:00,2018-03-15 15:00:00+00:00
EL118,Under Investigation,2018-03-15 07:23:00+00:00,2018-03-15 09:06:07.563128+00:00,2018-03-15 15:30:00+00:00
EL205,Under Investigation,2018-03-15 08:15:00+00:00,2018-03-15 09:20:07.163621+00:00,2018-03-15 17:00:00+00:00
EL337,Repair,2018-03-15 13:25:00+00:00,2018-03-15 16:18:07.872862+00:00,2018-03-15 18:00:00+00:00
EL160,Under Investigation,2018-03-15 09:04:00+00:00,2018-03-15 15:13:07.694052+00:00,2018-03-15 18:00:00+00:00
EL338,Repair,2018-03-15 16:21:00+00:00,2018-03-15 19:12:07.664147+00:00,2018-03-15 20:00:00+00:00
EL343,Repair,2018-03-15 14:05:00+00:00,2018-03-15 18:49:08.550767+00:00,2018-03-15 20:00:00+00:00
EL312,Maintenance,2018-03-15 13:00:00+00:00,2018-03-15 16:49:07.866072+00:00,2018-03-15 20:00:00+00:00
EL184,Under Investigation,2018-03-15 12:54:00+00:00,2018-03-15 15:04:08.642291+00:00,2018-03-15 20:00:00+00:00
EL107,Under Investigation,2018-03-15 11:53:00+00:00,2018-03-15 14:02:08.246927+00:00,2018-03-15 20:00:00+00:00
EL710,Under Investigation,2018-03-15 11:46:00+00:00,2018-03-15 17:10:07.151262+00:00,2018-03-15 20:00:00+00:00
EL377,Repair,2018-03-15 13:05:00+00:00,2018-03-15 17:20:06.734285+00:00,2018-03-15 21:00:00+00:00
EL145,Repair,2018-03-15 13:00:00+00:00,2018-03-15 19:00:05.910542+00:00,2018-03-15 21:00:00+00:00
EL324,Repair,2018-03-15 12:31:00+00:00,2018-03-15 15:42:07.081617+00:00,2018-03-15 21:00:00+00:00
EL212,Under Investigation,2018-03-15 12:27:00+00:00,2018-03-15 16:24:07.816656+00:00,2018-03-15 21:00:00+00:00
EL429,Repair,2018-03-15 13:55:00+00:00,2018-03-15 19:10:06.914647+00:00,2018-03-15 22:00:00+00:00
EL305,Repair,2018-03-15 14:00:00+00:00,2018-03-15 19:12:07.664147+00:00,2018-03-15 22:00:00+00:00
EL600,Under Investigation,2018-03-15 13:35:00+00:00,2018-03-15 16:10:07.941589+00:00,2018-03-15 22:00:00+00:00
EL431,Repair,2018-03-15 13:50:00+00:00,2018-03-15 15:32:07.991766+00:00,2018-03-15 22:00:00+00:00
EL317,Repair,2018-03-15 13:45:00+00:00,2018-03-15 19:48:08.600683+00:00,2018-03-15 22:00:00+00:00
EL319,Repair,2018-03-15 13:40:00+00:00,2018-03-15 19:11:08.769539+00:00,2018-03-15 22:00:00+00:00
EL225,Under Investigation,2018-03-15 13:18:00+00:00,2018-03-15 17:08:07.790804+00:00,2018-03-15 22:00:00+00:00
EL303,Under Investigation,2018-03-15 16:38:00+00:00,2018-03-15 18:51:07.927104+00:00,2018-03-16 01:00:00+00:00
EL405,Under Investigation,2018-03-15 17:16:00+00:00,2018-03-15 20:03:07.449078+00:00,2018-03-16 02:00:00+00:00
EL437,Under Investigation,2018-03-15 17:16:00+00:00,2018-03-15 22:02:08.330065+00:00,2018-03-16 02:00:00+00:00
EL376,Under Investigation,2018-03-15 17:17:00+00:00,2018-03-15 18:40:07.985399+00:00,2018-03-16 02:00:00+00:00
EL277,Under Investigation,2018-03-15 14:57:00+00:00,2018-03-16 05:16:07.746947+00:00,2018-03-16 03:00:00+00:00
EL420,Under Investigation,2018-03-16 04:19:00+00:00,2018-03-16 08:47:07.965277+00:00,2018-03-16 06:00:00+00:00
EL303,Repair,2018-03-16 03:50:00+00:00,2018-03-16 06:05:07.480809+00:00,2018-03-16 06:00:00+00:00
EL125,Under Investigation,2018-03-15 21:38:00+00:00,2018-03-16 01:30:06.869709+00:00,2018-03-16 06:00:00+00:00
EL112,Repair,2018-03-15 22:23:00+00:00,2018-03-16 01:40:07.986841+00:00,2018-03-16 06:00:00+00:00
EL245,Under Investigation,2018-03-15 21:19:00+00:00,2018-03-15 22:37:07.515903+00:00,2018-03-16 06:00:00+00:00
EL319,Under Investigation,2018-03-15 21:24:00+00:00,2018-03-16 21:03:08.699929+00:00,2018-03-16 06:00:00+00:00
EL437,Maintenance,2018-03-16 04:05:00+00:00,2018-03-16 08:53:08.944088+00:00,2018-03-16 08:00:00+00:00
EL602,Inspection,2018-03-16 03:59:00+00:00,2018-03-16 08:42:08.385161+00:00,2018-03-16 09:00:00+00:00
EL146,Maintenance,2018-03-16 03:35:00+00:00,2018-03-16 08:57:08.866964+00:00,2018-03-16 09:00:00+00:00
EL139,Maintenance,2018-03-16 03:05:00+00:00,2018-03-16 09:04:07.925575+00:00,2018-03-16 09:00:00+00:00
EL434,Maintenance,2018-03-16 02:35:00+00:00,2018-03-16 09:01:08.422362+00:00,2018-03-16 09:00:00+00:00
EL442,Under Investigation,2018-03-16 00:13:00+00:00,2018-03-16 04:52:07.738237+00:00,2018-03-16 09:00:00+00:00
EL422,Under Investigation,2018-03-16 00:13:00+00:00,2018-03-16 00:32:07.078613+00:00,2018-03-16 09:00:00+00:00
EL720,Access Improvements,2018-03-16 07:05:00+00:00,2018-03-16 08:42:08.385161+00:00,2018-03-16 10:00:00+00:00
EL719,Repair,2018-03-16 04:55:00+00:00,2018-03-16 06:32:08.713547+00:00,2018-03-16 10:00:00+00:00
EL427,Maintenance,2018-03-16 04:30:00+00:00,2018-03-16 07:07:07.809905+00:00,2018-03-16 10:00:00+00:00
EL226,Maintenance,2018-03-16 04:05:00+00:00,2018-03-16 09:17:08.504516+00:00,2018-03-16 10:00:00+00:00
EL760,Maintenance,2018-03-16 03:50:00+00:00,2018-03-16 09:10:06.404562+00:00,2018-03-16 10:00:00+00:00
EL266,Maintenance,2018-03-16 03:30:00+00:00,2018-03-16 08:14:07.534046+00:00,2018-03-16 10:00:00+00:00
EL343,Maintenance,2018-03-16 03:40:00+00:00,2018-03-16 08:50:06.545521+00:00,2018-03-16 10:00:00+00:00
EL325,Inspection,2018-03-16 03:20:00+00:00,2018-03-16 08:30:07.124328+00:00,2018-03-16 10:00:00+00:00
EL202,Maintenance,2018-03-16 03:30:00+00:00,2018-03-16 09:06:07.545320+00:00,2018-03-16 12:00:00+00:00
EL223,Under Investigation,2018-03-16 03:13:00+00:00,2018-03-17 01:57:08.024965+00:00,2018-03-16 12:00:00+00:00
EL111,Maintenance,2018-03-16 05:53:00+00:00,2018-03-16 09:52:07.699226+00:00,2018-03-16 14:00:00+00:00
EL413,Under Investigation,2018-03-16 05:55:00+00:00,2018-03-16 09:00:06.138899+00:00,2018-03-16 14:00:00+00:00
EL127,Under Investigation,2018-03-16 06:59:00+00:00,2018-03-16 13:21:08.345996+00:00,2018-03-16 15:00:00+00:00
EL127,Maintenance,2018-03-16 13:51:00+00:00,2018-03-16 14:41:09.204636+00:00,2018-03-16 16:00:00+00:00
EL200X,Repair,2018-03-16 08:25:00+00:00,2018-03-16 17:23:08.777466+00:00,2018-03-16 17:00:00+00:00
EL334,Under Investigation,2018-03-16 09:45:00+00:00,2018-03-16 12:23:08.244800+00:00,2018-03-16 18:00:00+00:00
EL463,Under Investigation,2018-03-16 15:18:00+00:00,2018-03-16 15:54:07.913860+00:00,2018-03-16 19:00:00+00:00
EL304,Under Investigation,2018-03-16 10:49:00+00:00,2018-03-16 12:02:07.622466+00:00,2018-03-16 19:00:00+00:00
EL303,Repair,2018-03-16 13:48:00+00:00,2018-03-16 18:22:07.795577+00:00,2018-03-16 20:00:00+00:00
EL462,Under Investigation,2018-03-16 13:30:00+00:00,2018-03-16 15:52:08.047559+00:00,2018-03-16 20:00:00+00:00
EL142,Repair,2018-03-16 13:05:00+00:00,2018-03-16 19:30:07.611482+00:00,2018-03-16 20:00:00+00:00
EL145,Under Investigation,2018-03-16 13:00:00+00:00,2018-03-16 18:57:08.453406+00:00,2018-03-16 20:00:00+00:00
EL109,Under Investigation,2018-03-16 13:15:00+00:00,2018-03-16 14:57:08.509718+00:00,2018-03-16 21:00:00+00:00
EL443,Repair,2018-03-16 12:45:00+00:00,2018-03-16 17:06:08.752254+00:00,2018-03-16 21:00:00+00:00
EL107,Under Investigation,2018-03-16 12:25:00+00:00,2018-03-16 14:59:07.733689+00:00,2018-03-16 21:00:00+00:00
EL195,Under Investigation,2018-03-16 12:18:00+00:00,2018-03-16 12:47:08.441821+00:00,2018-03-16 21:00:00+00:00
EL498,Under Investigation,2018-03-16 12:09:00+00:00,2018-03-16 17:38:08.331952+00:00,2018-03-16 21:00:00+00:00
EL107,Under Investigation,2018-03-15 15:39:00+00:00,2018-03-15 18:37:08.171922+00:00,2018-03-17 00:00:00+00:00
EL442,Repair,2018-03-16 17:10:00+00:00,2018-03-16 18:36:08.057419+00:00,2018-03-17 01:00:00+00:00
EL443,Repair,2018-03-16 17:05:00+00:00,2018-03-16 17:17:08.351744+00:00,2018-03-17 01:00:00+00:00
EL308,Under Investigation,2018-03-16 17:01:00+00:00,2018-03-16 19:17:08.716775+00:00,2018-03-17 01:00:00+00:00
EL128,Under Investigation,2018-03-16 16:36:00+00:00,2018-03-16 19:41:10.530183+00:00,2018-03-17 01:00:00+00:00
EL280,Under Investigation,2018-03-16 16:19:00+00:00,2018-03-16 20:03:09.032268+00:00,2018-03-17 01:00:00+00:00
EL409,Under Investigation,2018-03-16 17:19:00+00:00,2018-03-16 20:55:09.182169+00:00,2018-03-17 02:00:00+00:00
EL340,Under Investigation,2018-03-16 18:15:00+00:00,2018-03-16 21:46:08.719147+00:00,2018-03-17 03:00:00+00:00
EL437,Under Investigation,2018-03-16 21:19:00+00:00,2018-03-17 01:18:07.561846+00:00,2018-03-17 05:00:00+00:00
EL221,Under Investigation,2018-03-16 21:32:00+00:00,2018-03-16 22:41:09.892350+00:00,2018-03-17 06:00:00+00:00
EL142,Under Investigation,2018-03-16 22:55:00+00:00,2018-03-17 08:41:08.295313+00:00,2018-03-17 07:00:00+00:00
EL719,Under Investigation,2018-03-16 22:39:00+00:00,2018-03-17 03:31:07.821771+00:00,2018-03-17 07:00:00+00:00
EL220,Repair,2018-03-17 00:09:00+00:00,2018-03-17 00:54:07.478065+00:00,2018-03-17 08:00:00+00:00
EL333,Under Investigation,2018-03-16 23:14:00+00:00,2018-03-17 02:03:06.660646+00:00,2018-03-17 08:00:00+00:00
EL111,Repair,2018-03-17 05:40:00+00:00,2018-03-17 10:41:07.470456+00:00,2018-03-17 09:00:00+00:00
