elevator,reason,out_of_service,first_missed,estimated_return
EL425,Under Investigation,2018-04-01 20:48:00+00:00,2018-04-01 22:53:10.886147+00:00,2018-04-02 05:00:00+00:00
EL206,Under Investigation,2018-04-01 20:27:00+00:00,2018-04-01 23:41:09.626297+00:00,2018-04-02 05:00:00+00:00
EL450X,Under Investigation,2018-04-01 20:33:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 05:00:00+00:00
EL244,Under Investigation,2018-04-01 20:01:00+00:00,2018-04-02 01:55:09.863628+00:00,2018-04-02 05:00:00+00:00
EL701,Under Investigation,2018-04-01 21:42:00+00:00,2018-04-02 00:50:07.986550+00:00,2018-04-02 06:00:00+00:00
EL719,Under Investigation,2018-04-01 21:46:00+00:00,2018-04-02 00:54:07.660407+00:00,2018-04-02 06:00:00+00:00
EL107,Under Investigation,2018-04-01 23:43:00+00:00,2018-04-02 01:34:10.246970+00:00,2018-04-02 07:00:00+00:00
EL340,Under Investigation,2018-04-01 22:37:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 07:00:00+00:00
EL303,Under Investigation,2018-04-02 00:31:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 08:00:00+00:00
EL143,Under Investigation,2018-04-01 23:20:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 08:00:00+00:00
EL438,Under Investigation,2018-04-02 00:50:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 09:00:00+00:00
EL145,Under Investigation,2018-04-02 00:28:00+00:00,2018-04-02 22:01:27.431527+00:00,2018-04-02 09:00:00+00:00
EL319,Repair,2018-04-02 13:12:00+00:00,2018-04-03 08:20:07.747839+00:00,2018-04-02 22:00:00+00:00
EL119,Under Investigation,2018-04-02 22:41:00+00:00,2018-04-05 15:09:10.827398+00:00,2018-04-03 02:00:00+00:00
EL311,Repair,2018-04-02 12:10:00+00:00,2018-04-03 09:24:10.355950+00:00,2018-04-03 04:00:00+00:00
EL125,Under Investigation,2018-04-02 19:52:00+00:00,2018-04-03 00:06:09.148354+00:00,2018-04-03 04:00:00+00:00
EL372,Under Investigation,2018-04-02 20:27:00+00:00,2018-04-03 08:51:10.269804+00:00,2018-04-03 05:00:00+00:00
EL290X,Repair,2018-04-02 23:00:00+00:00,2018-04-03 09:07:10.161676+00:00,2018-04-03 07:00:00+00:00
EL395,Under Investigation,2018-04-02 22:23:00+00:00,2018-04-03 01:37:09.972148+00:00,2018-04-03 07:00:00+00:00
EL394,Maintenance,2018-04-03 05:35:00+00:00,2018-04-03 07:35:08.564351+00:00,2018-04-03 07:30:00+00:00
EL244,Cleaning,2018-04-03 03:53:00+00:00,2018-04-03 04:35:09.550643+00:00,2018-04-03 08:00:00+00:00
EL117,Inspection,2018-04-03 04:29:00+00:00,2018-04-03 08:02:09.287824+00:00,2018-04-03 08:15:00+00:00
EL122,Maintenance,2018-04-03 03:56:00+00:00,2018-04-03 09:18:09.175238+00:00,2018-04-03 09:00:00+00:00
EL230,Maintenance,2018-04-03 03:31:00+00:00,2018-04-03 08:59:09.895003+00:00,2018-04-03 09:00:00+00:00
EL159,Under Investigation,2018-04-03 00:08:00+00:00,2018-04-03 01:50:07.318064+00:00,2018-04-03 09:00:00+00:00
EL141,Maintenance,2018-04-03 03:30:00+00:00,2018-04-03 09:33:09.794122+00:00,2018-04-03 09:15:00+00:00
EL395,Access Improvements,2018-04-03 08:11:00+00:00,2018-04-03 09:16:08.702208+00:00,2018-04-03 10:00:00+00:00
EL189,Maintenance,2018-04-03 05:10:00+00:00,2018-04-03 09:11:10.303119+00:00,2018-04-03 10:00:00+00:00
EL107,Maintenance,2018-04-03 06:06:00+00:00,2018-04-03 09:45:08.556618+00:00,2018-04-03 10:00:00+00:00
EL393,Access Improvements,2018-04-03 04:10:00+00:00,2018-04-03 05:35:08.811831+00:00,2018-04-03 10:00:00+00:00
EL426,Inspection,2018-04-03 03:50:00+00:00,2018-04-03 08:43:09.838567+00:00,2018-04-03 10:00:00+00:00
EL439,Maintenance,2018-04-03 03:34:00+00:00,2018-04-03 08:52:10.197844+00:00,2018-04-03 10:00:00+00:00
EL435,Maintenance,2018-04-03 03:30:00+00:00,2018-04-03 08:52:10.197844+00:00,2018-04-03 10:00:00+00:00
EL113,Under Investigation,2018-04-03 01:42:00+00:00,2018-04-03 06:32:09.075571+00:00,2018-04-03 10:00:00+00:00
EL138,Repair,2018-04-03 04:20:00+00:00,2018-04-03 08:53:09.405395+00:00,2018-04-03 12:00:00+00:00
EL218,Under Investigation,2018-04-03 03:45:00+00:00,2018-04-03 08:55:08.989510+00:00,2018-04-03 14:00:00+00:00
EL277,Under Investigation,2018-04-03 07:52:00+00:00,2018-04-03 09:05:10.962772+00:00,2018-04-03 16:00:00+00:00
EL323,Maintenance,2018-04-03 15:49:00+00:00,2018-04-03 17:07:08.856434+00:00,2018-04-03 20:00:00+00:00
EL440,Maintenance,2018-04-03 14:00:00+00:00,2018-04-03 18:44:08.609060+00:00,2018-04-03 20:00:00+00:00
EL420,Repair,2018-04-03 13:05:00+00:00,2018-04-03 17:52:08.512530+00:00,2018-04-03 20:00:00+00:00
EL277,Repair,2018-04-03 12:58:00+00:00,2018-04-03 18:46:08.573255+00:00,2018-04-03 20:00:00+00:00
EL319,Repair,2018-04-03 11:51:00+00:00,2018-04-03 15:15:08.556928+00:00,2018-04-03 20:00:00+00:00
EL397,Under Investigation,2018-04-03 11:37:00+00:00,2018-04-03 12:50:09.318068+00:00,2018-04-03 20:00:00+00:00
EL104,Under Investigation,2018-04-03 11:16:00+00:00,2018-04-03 14:04:07.937369+00:00,2018-04-03 20:00:00+00:00
EL148,Repair,2018-04-03 13:50:00+00:00,2018-04-03 17:09:08.494579+00:00,2018-04-03 21:00:00+00:00
EL397,Repair,2018-04-03 13:15:00+00:00,2018-04-03 15:35:08.816466+00:00,2018-04-03 21:00:00+00:00
EL128,Under Investigation,2018-04-03 12:14:00+00:00,2018-04-03 15:02:09.986850+00:00,2018-04-03 21:00:00+00:00
EL433,Under Investigation,2018-04-03 12:23:00+00:00,2018-04-03 15:36:09.364163+00:00,2018-04-03 21:00:00+00:00
EL232,Repair,2018-04-03 14:45:00+00:00,2018-04-04 01:34:19.688806+00:00,2018-04-03 22:00:00+00:00
EL303,Under Investigation,2018-04-03 13:39:00+00:00,2018-04-03 23:26:09.714686+00:00,2018-04-03 22:00:00+00:00
EL217,Repair,2018-04-03 13:46:00+00:00,2018-04-03 14:52:09.320495+00:00,2018-04-03 22:00:00+00:00
EL311,Under Investigation,2018-04-03 13:34:00+00:00,2018-04-09 09:26:10.918166+00:00,2018-04-03 22:00:00+00:00
EL183,Repair,2018-04-03 13:32:00+00:00,2018-04-03 16:43:08.883332+00:00,2018-04-03 22:00:00+00:00
EL708,Repair. The remaining Escalator is operating in the up direction.,2018-04-03 13:26:00+00:00,2018-04-03 14:49:09.547716+00:00,2018-04-03 22:00:00+00:00
EL237,Under Investigation,2018-04-03 14:55:00+00:00,2018-04-09 09:00:07.486907+00:00,2018-04-03 23:00:00+00:00
EL213,Under Investigation,2018-04-03 14:36:00+00:00,2018-04-03 15:51:09.964512+00:00,2018-04-03 23:00:00+00:00
EL397,Repair,2018-04-03 15:38:00+00:00,2018-04-03 19:33:09.200473+00:00,2018-04-04 00:00:00+00:00
EL144,Under Investigation,2018-04-03 15:23:00+00:00,2018-04-03 21:08:11.290108+00:00,2018-04-04 00:00:00+00:00
EL341,Under Investigation,2018-04-03 15:30:00+00:00,2018-04-03 17:14:10.145768+00:00,2018-04-04 00:00:00+00:00
EL219,Repair,2018-04-03 20:15:00+00:00,2018-04-04 02:15:07.808262+00:00,2018-04-04 02:00:00+00:00
EL201,Under Investigation,2018-04-03 17:38:00+00:00,2018-04-03 19:44:10.935263+00:00,2018-04-04 02:00:00+00:00
EL341,Under Investigation,2018-04-03 18:44:00+00:00,2018-04-03 22:37:09.854465+00:00,2018-04-04 03:00:00+00:00
EL721,Under Investigation,2018-04-03 18:18:00+00:00,2018-04-03 23:07:09.144318+00:00,2018-04-04 03:00:00+00:00
EL397,Under Investigation,2018-04-03 19:45:00+00:00,2018-04-04 06:33:10.316637+00:00,2018-04-04 04:00:00+00:00
EL116,Repair,2018-04-04 02:55:00+00:00,2018-04-04 03:31:09.244627+00:00,2018-04-04 04:01:00+00:00
EL188,Maintenance,2018-04-04 04:52:00+00:00,2018-04-04 05:07:09.285520+00:00,2018-04-04 05:30:00+00:00
EL371,Under Investigation,2018-04-03 21:50:00+00:00,2018-04-04 01:20:08.643564+00:00,2018-04-04 06:00:00+00:00
EL145,Under Investigation,2018-04-03 21:08:00+00:00,2018-04-04 01:43:09.375657+00:00,2018-04-04 06:00:00+00:00
EL226,Under Investigation,2018-04-03 22:49:00+00:00,2018-04-04 01:35:18.617532+00:00,2018-04-04 07:00:00+00:00
EL123,Maintenance,2018-04-04 03:25:00+00:00,2018-04-04 09:17:09.309859+00:00,2018-04-04 09:00:00+00:00
EL210,Repair,2018-04-04 05:50:00+00:00,2018-04-04 06:52:08.583409+00:00,2018-04-04 09:00:00+00:00
EL112,Maintenance,2018-04-04 04:15:00+00:00,2018-04-04 05:03:09.711355+00:00,2018-04-04 09:00:00+00:00
EL319,Inspection,2018-04-04 04:15:00+00:00,2018-04-04 07:58:09.146932+00:00,2018-04-04 09:00:00+00:00
EL122,Maintenance,2018-04-04 02:55:00+00:00,2018-04-04 09:11:08.254561+00:00,2018-04-04 09:00:00+00:00
EL426,Maintenance,2018-04-04 03:55:00+00:00,2018-04-04 08:50:06.570638+00:00,2018-04-04 09:00:00+00:00
EL435,Maintenance,2018-04-04 03:39:00+00:00,2018-04-04 08:54:08.203181+00:00,2018-04-04 09:00:00+00:00
EL136,Repair,2018-04-04 03:34:00+00:00,2018-04-04 09:06:08.514848+00:00,2018-04-04 09:00:00+00:00
EL141,Maintenance,2018-04-04 03:20:00+00:00,2018-04-04 09:18:08.237118+00:00,2018-04-04 09:00:00+00:00
EL439,Maintenance,2018-04-04 02:39:00+00:00,2018-04-04 02:43:11.304478+00:00,2018-04-04 09:00:00+00:00
EL190,Maintenance,2018-04-04 03:24:00+00:00,2018-04-04 09:14:11.129647+00:00,2018-04-04 09:10:00+00:00
EL107,Maintenance,2018-04-04 05:22:00+00:00,2018-04-04 09:56:09.312649+00:00,2018-04-04 10:00:00+00:00
EL323,Maintenance,2018-04-04 03:54:00+00:00,2018-04-04 07:07:09.880494+00:00,2018-04-04 10:00:00+00:00
EL224,Repair,2018-04-04 04:15:00+00:00,2018-04-06 08:40:07.942809+00:00,2018-04-04 10:00:00+00:00
EL236,Maintenance,2018-04-04 04:01:00+00:00,2018-04-04 09:02:09.029803+00:00,2018-04-04 10:00:00+00:00
EL218,Maintenance,2018-04-04 03:49:00+00:00,2018-04-04 08:59:09.205127+00:00,2018-04-04 10:00:00+00:00
EL230,Maintenance,2018-04-04 03:35:00+00:00,2018-04-04 09:18:08.237118+00:00,2018-04-04 10:00:00+00:00
EL244,Under Investigation,2018-04-03 23:12:00+00:00,2018-04-04 15:45:07.182756+00:00,2018-04-04 10:00:00+00:00
EL341,Under Investigation,2018-04-04 07:43:00+00:00,2018-04-04 09:47:09.447208+00:00,2018-04-04 16:00:00+00:00
EL232,Repair,2018-04-04 14:20:00+00:00,2018-04-04 18:24:10.005140+00:00,2018-04-04 19:00:00+00:00
EL370,Under Investigation,2018-04-04 10:33:00+00:00,2018-04-04 11:22:09.267627+00:00,2018-04-04 19:00:00+00:00
EL129,Repair,2018-04-04 13:10:00+00:00,2018-04-04 17:32:10.769035+00:00,2018-04-04 20:00:00+00:00
EL186,Under Investigation,2018-04-04 11:29:00+00:00,2018-04-04 14:45:08.376452+00:00,2018-04-04 20:00:00+00:00
EL341,Under Investigation,2018-04-04 11:10:00+00:00,2018-04-04 15:36:07.971281+00:00,2018-04-04 20:00:00+00:00
EL441,Maintenance,2018-04-04 15:20:00+00:00,2018-04-04 18:45:08.132012+00:00,2018-04-04 21:00:00+00:00
EL130,Under Investigation,2018-04-04 14:00:00+00:00,2018-04-04 15:23:09.956725+00:00,2018-04-04 21:00:00+00:00
EL277,Repair,2018-04-04 13:00:00+00:00,2018-04-04 18:56:09.734325+00:00,2018-04-04 21:00:00+00:00
EL420,Repair,2018-04-04 13:01:00+00:00,2018-04-04 18:17:11.819573+00:00,2018-04-04 21:00:00+00:00
EL344,Under Investigation,2018-04-04 12:32:00+00:00,2018-04-04 14:53:10.279807+00:00,2018-04-04 21:00:00+00:00
EL213,Repair,2018-04-04 15:26:00+00:00,2018-04-04 16:49:10.072518+00:00,2018-04-04 22:00:00+00:00
EL430,Repair,2018-04-04 15:21:00+00:00,2018-04-04 16:11:09.597784+00:00,2018-04-04 22:00:00+00:00
EL432,Repair,2018-04-04 13:57:00+00:00,2018-04-04 18:09:08.754367+00:00,2018-04-04 22:00:00+00:00
EL408,Under Investigation,2018-04-04 13:31:00+00:00,2018-04-04 14:58:10.338410+00:00,2018-04-04 22:00:00+00:00
EL397,Repair,2018-04-04 13:10:00+00:00,2018-04-04 19:29:10.037928+00:00,2018-04-04 22:00:00+00:00
EL245,Under Investigation,2018-04-04 13:01:00+00:00,2018-04-04 15:04:08.600723+00:00,2018-04-04 22:00:00+00:00
EL218,Under Investigation,2018-04-04 13:04:00+00:00,2018-04-04 21:35:10.826602+00:00,2018-04-04 22:00:00+00:00
EL428,Under Investigation,2018-04-04 14:02:00+00:00,2018-04-05 01:03:09.989236+00:00,2018-04-04 23:00:00+00:00
EL412,Maintenance,2018-04-04 14:04:00+00:00,2018-04-04 14:41:10.959006+00:00,2018-04-04 23:00:00+00:00
EL103,Under Investigation,2018-04-04 16:39:00+00:00,2018-04-04 18:35:10.205504+00:00,2018-04-05 00:00:00+00:00
EL267,Under Investigation,2018-04-04 15:55:00+00:00,2018-04-04 18:43:09.750234+00:00,2018-04-05 00:00:00+00:00
EL185,Access Improvements,2018-04-04 23:21:00+00:00,2018-04-04 23:44:09.731013+00:00,2018-04-05 01:00:00+00:00
EL183,Maintenance,2018-04-04 22:22:00+00:00,2018-04-04 22:46:08.935705+00:00,2018-04-05 02:00:00+00:00
EL195,Under Investigation,2018-04-04 18:20:00+00:00,2018-04-04 21:10:08.619175+00:00,2018-04-05 02:00:00+00:00
EL262,Under Investigation,2018-04-04 17:50:00+00:00,2018-04-05 03:52:08.215738+00:00,2018-04-05 02:00:00+00:00
EL262,Under Investigation,2018-04-04 17:47:00+00:00,2018-04-04 18:15:09.900957+00:00,2018-04-05 02:00:00+00:00
EL226,Under Investigation,2018-04-04 17:11:00+00:00,2018-04-04 18:16:10.301645+00:00,2018-04-05 02:00:00+00:00
EL197,Under Investigation,2018-04-04 18:29:00+00:00,2018-04-04 20:07:08.894813+00:00,2018-04-05 03:00:00+00:00
EL196,Under Investigation,2018-04-04 18:28:00+00:00,2018-04-04 19:43:09.433118+00:00,2018-04-05 03:00:00+00:00
EL302,Under Investigation,2018-04-04 18:15:00+00:00,2018-04-04 22:51:09.346917+00:00,2018-04-05 03:00:00+00:00
EL180,Repair,2018-04-04 22:01:00+00:00,2018-04-05 00:31:09.678176+00:00,2018-04-05 04:00:00+00:00
EL114,Under Investigation,2018-04-04 19:51:00+00:00,2018-04-04 20:26:10.016444+00:00,2018-04-05 04:00:00+00:00
EL244,Cleaning,2018-04-05 04:10:00+00:00,2018-04-05 04:32:09.397407+00:00,2018-04-05 05:00:00+00:00
EL207X,Repair,2018-04-04 20:15:00+00:00,2018-04-05 10:34:10.392777+00:00,2018-04-05 05:00:00+00:00
EL290X,Repair,2018-04-04 20:30:00+00:00,2018-04-05 10:33:08.613732+00:00,2018-04-05 05:00:00+00:00
EL279X,Repair,2018-04-04 21:00:00+00:00,2018-04-05 19:24:08.471134+00:00,2018-04-05 06:00:00+00:00
EL128,Under Investigation,2018-04-04 21:27:00+00:00,2018-04-05 01:11:09.338863+00:00,2018-04-05 06:00:00+00:00
EL603,Under Investigation,2018-04-04 21:12:00+00:00,2018-04-04 22:35:10.032288+00:00,2018-04-05 06:00:00+00:00
EL603,Under Investigation,2018-04-04 22:37:00+00:00,2018-04-05 04:03:08.495275+00:00,2018-04-05 07:00:00+00:00
EL218,Repair,2018-04-05 04:54:00+00:00,2018-04-05 08:33:10.450780+00:00,2018-04-05 07:30:00+00:00
EL233,Inspection,2018-04-05 04:12:00+00:00,2018-04-05 08:20:08.534292+00:00,2018-04-05 08:00:00+00:00
EL396,Inspection,2018-04-05 04:45:00+00:00,2018-04-05 08:09:10.304474+00:00,2018-04-05 09:00:00+00:00
EL405,Maintenance,2018-04-05 03:40:00+00:00,2018-04-05 05:48:09.141272+00:00,2018-04-05 09:00:00+00:00
EL123,Maintenance,2018-04-05 03:00:00+00:00,2018-04-05 09:07:09.230110+00:00,2018-04-05 09:00:00+00:00
EL447,Maintenance,2018-04-05 03:40:00+00:00,2018-04-05 08:46:09.758772+00:00,2018-04-05 09:00:00+00:00
EL205,Maintenance,2018-04-05 03:33:00+00:00,2018-04-05 09:11:11.894429+00:00,2018-04-05 09:00:00+00:00
EL190,Maintenance,2018-04-05 03:27:00+00:00,2018-04-05 09:07:09.230110+00:00,2018-04-05 09:00:00+00:00
EL133,Maintenance,2018-04-05 03:15:00+00:00,2018-04-05 09:18:09.506928+00:00,2018-04-05 09:00:00+00:00
EL278,Maintenance,2018-04-05 03:19:00+00:00,2018-04-05 09:10:09.268569+00:00,2018-04-05 09:00:00+00:00
EL372,Repair,2018-04-03 09:06:00+00:00,2018-04-03 16:21:08.887077+00:00,2018-04-05 09:06:00+00:00
EL302,Repair,2018-04-05 08:36:00+00:00,2018-04-05 09:03:10.312523+00:00,2018-04-05 10:00:00+00:00
EL103,Maintenance,2018-04-05 05:25:00+00:00,2018-04-05 09:57:10.218981+00:00,2018-04-05 10:00:00+00:00
EL422,Inspection,2018-04-05 05:10:00+00:00,2018-04-05 08:34:10.062266+00:00,2018-04-05 10:00:00+00:00
EL383,Inspection,2018-04-05 04:27:00+00:00,2018-04-05 08:04:10.068413+00:00,2018-04-05 10:00:00+00:00
EL305,Maintenance,2018-04-05 04:20:00+00:00,2018-04-05 08:26:10.264115+00:00,2018-04-05 10:00:00+00:00
EL435,Maintenance,2018-04-05 04:10:00+00:00,2018-04-05 08:52:08.756828+00:00,2018-04-05 10:00:00+00:00
EL236,Maintenance,2018-04-05 03:45:00+00:00,2018-04-05 09:02:08.935308+00:00,2018-04-05 10:00:00+00:00
EL232,Maintenance,2018-04-05 02:15:00+00:00,2018-04-05 07:44:09.139777+00:00,2018-04-05 10:00:00+00:00
EL316,Under Investigation,2018-04-05 01:56:00+00:00,2018-04-05 07:22:08.835241+00:00,2018-04-05 10:00:00+00:00
EL303,Under Investigation,2018-04-05 01:55:00+00:00,2018-04-05 05:09:09.148777+00:00,2018-04-05 10:00:00+00:00
EL145,Under Investigation,2018-04-05 01:07:00+00:00,2018-04-05 13:01:09.482174+00:00,2018-04-05 10:00:00+00:00
EL373,Inspection,2018-04-04 04:20:00+00:00,2018-04-04 08:24:08.765048+00:00,2018-04-05 10:00:00+00:00
EL398,Maintenance,2018-04-04 03:30:00+00:00,2018-04-04 08:17:08.353991+00:00,2018-04-05 10:00:00+00:00
EL398,Maintenance,2018-04-04 03:00:00+00:00,2018-04-04 03:37:10.480059+00:00,2018-04-05 10:00:00+00:00
EL305,Maintenance,2018-04-04 03:08:00+00:00,2018-04-04 06:21:09.957395+00:00,2018-04-05 10:00:00+00:00
EL247,Maintenance,2018-04-05 05:25:00+00:00,2018-04-05 07:10:08.504877+00:00,2018-04-05 10:30:00+00:00
EL195,Under Investigation,2018-04-05 03:00:00+00:00,2018-04-05 15:05:09.561693+00:00,2018-04-05 11:00:00+00:00
EL397,Under Investigation,2018-04-05 02:12:00+00:00,2018-04-05 05:28:10.190959+00:00,2018-04-05 11:00:00+00:00
EL345,Under Investigation,2018-04-05 03:19:00+00:00,2018-04-05 05:33:08.626449+00:00,2018-04-05 12:00:00+00:00
EL331,Under Investigation,2018-04-05 06:50:00+00:00,2018-04-05 07:55:08.358071+00:00,2018-04-05 15:00:00+00:00
EL266,Under Investigation,2018-04-05 12:52:00+00:00,2018-04-05 14:44:10.289986+00:00,2018-04-05 16:00:00+00:00
EL131,Under Investigation,2018-04-05 06:43:00+00:00,2018-04-05 07:05:08.353505+00:00,2018-04-05 16:00:00+00:00
EL226,Under Investigation,2018-04-05 10:34:00+00:00,2018-04-05 11:36:08.152273+00:00,2018-04-05 17:00:00+00:00
EL345,Under Investigation,2018-04-05 09:00:00+00:00,2018-04-05 14:03:09.583240+00:00,2018-04-05 17:00:00+00:00
EL312,Maintenance,2018-04-05 18:27:00+00:00,2018-04-05 19:03:08.697848+00:00,2018-04-05 20:00:00+00:00
EL259,Maintenance,2018-04-05 17:10:00+00:00,2018-04-05 18:28:10.048009+00:00,2018-04-05 20:00:00+00:00
EL420,Repair,2018-04-05 13:00:00+00:00,2018-04-05 19:03:08.697848+00:00,2018-04-05 20:00:00+00:00
EL236,Under Investigation,2018-04-05 11:23:00+00:00,2018-04-05 11:34:09.890193+00:00,2018-04-05 20:00:00+00:00
EL192,Maintenance,2018-04-05 17:18:00+00:00,2018-04-05 17:50:07.488782+00:00,2018-04-05 21:00:00+00:00
EL404,Maintenance,2018-04-05 14:30:00+00:00,2018-04-05 18:45:07.228493+00:00,2018-04-05 21:00:00+00:00
EL330,Repair,2018-04-05 14:05:00+00:00,2018-04-05 20:57:09.015787+00:00,2018-04-05 21:00:00+00:00
EL146,Under Investigation,2018-04-05 12:55:00+00:00,2018-04-05 13:26:10.188534+00:00,2018-04-05 21:00:00+00:00
EL397,Repair,2018-04-05 13:10:00+00:00,2018-04-05 19:16:10.233987+00:00,2018-04-05 21:00:00+00:00
EL277,Repair,2018-04-05 13:00:00+00:00,2018-04-05 19:56:08.866196+00:00,2018-04-05 21:00:00+00:00
EL402,Under Investigation,2018-04-05 12:26:00+00:00,2018-04-05 14:53:09.345784+00:00,2018-04-05 21:00:00+00:00
EL120,Under Investigation,2018-04-05 12:01:00+00:00,2018-04-05 13:18:07.898561+00:00,2018-04-05 21:00:00+00:00
EL413,Under Investigation,2018-04-05 17:30:00+00:00,2018-04-05 20:36:09.582941+00:00,2018-04-05 22:00:00+00:00
EL229,Repair,2018-04-05 14:30:00+00:00,2018-04-05 17:08:08.926812+00:00,2018-04-05 22:00:00+00:00
EL259,Maintenance,2018-04-05 14:48:00+00:00,2018-04-05 16:25:08.293569+00:00,2018-04-05 22:00:00+00:00
EL432,Repair,2018-04-05 14:10:00+00:00,2018-04-05 19:06:09.896982+00:00,2018-04-05 22:00:00+00:00
EL721,Repair,2018-04-05 13:45:00+00:00,2018-04-05 17:29:09.674965+00:00,2018-04-05 22:00:00+00:00
EL232,Repair,2018-04-05 13:45:00+00:00,2018-04-05 18:47:10.076592+00:00,2018-04-05 22:00:00+00:00
EL234,Under Investigation,2018-04-05 14:52:00+00:00,2018-04-05 19:49:09.484378+00:00,2018-04-05 23:00:00+00:00
EL266,Repair,2018-04-05 14:42:00+00:00,2018-04-05 22:43:10.069857+00:00,2018-04-05 23:00:00+00:00
EL204,Under Investigation,2018-04-05 14:15:00+00:00,2018-04-05 14:50:08.540734+00:00,2018-04-05 23:00:00+00:00
EL440,Under Investigation,2018-04-05 14:21:00+00:00,2018-04-05 18:18:08.686212+00:00,2018-04-05 23:00:00+00:00
EL149,Under Investigation,2018-04-05 12:00:00+00:00,2018-04-05 23:14:10.396691+00:00,2018-04-05 23:00:00+00:00
EL194,Maintenance,2018-04-05 16:30:00+00:00,2018-04-05 17:21:09.001452+00:00,2018-04-06 00:00:00+00:00
EL710,Under Investigation,2018-04-05 18:50:00+00:00,2018-04-05 19:23:09.966610+00:00,2018-04-06 02:00:00+00:00
EL333,Under Investigation,2018-04-05 18:35:00+00:00,2018-04-05 20:28:09.509334+00:00,2018-04-06 02:00:00+00:00
EL342,Under Investigation,2018-04-05 17:47:00+00:00,2018-04-05 22:17:09.225096+00:00,2018-04-06 02:00:00+00:00
EL189,Under Investigation,2018-04-05 17:18:00+00:00,2018-04-05 20:45:07.919465+00:00,2018-04-06 02:00:00+00:00
EL397,Under Investigation,2018-04-05 20:06:00+00:00,2018-04-06 00:55:09.210061+00:00,2018-04-06 04:00:00+00:00
EL332,Under Investigation,2018-04-05 19:44:00+00:00,2018-04-06 00:18:08.372143+00:00,2018-04-06 04:00:00+00:00
EL302,Repair,2018-04-05 21:30:00+00:00,2018-04-05 22:23:09.274968+00:00,2018-04-06 05:00:00+00:00
EL244,Under Investigation,2018-04-05 21:03:00+00:00,2018-04-06 01:00:07.288335+00:00,2018-04-06 05:00:00+00:00
EL244,Cleaning,2018-04-06 03:20:00+00:00,2018-04-06 04:22:09.151098+00:00,2018-04-06 06:00:00+00:00
EL196,Under Investigation,2018-04-05 21:30:00+00:00,2018-04-05 23:53:10.100149+00:00,2018-04-06 06:00:00+00:00
EL440,Under Investigation,2018-04-05 21:21:00+00:00,2018-04-06 00:06:09.050205+00:00,2018-04-06 06:00:00+00:00
EL280,Under Investigation,2018-04-05 22:10:00+00:00,2018-04-06 01:59:10.238139+00:00,2018-04-06 07:00:00+00:00
EL185,Inspection,2018-04-06 04:12:00+00:00,2018-04-06 07:49:09.782585+00:00,2018-04-06 08:00:00+00:00
EL447,Maintenance,2018-04-06 04:08:00+00:00,2018-04-06 08:43:10.445927+00:00,2018-04-06 09:00:00+00:00
EL259,Maintenance,2018-04-06 03:40:00+00:00,2018-04-06 06:48:08.522720+00:00,2018-04-06 09:00:00+00:00
EL332,Under Investigation,2018-04-06 00:49:00+00:00,2018-04-06 01:12:08.119647+00:00,2018-04-06 09:00:00+00:00
EL186,Under Investigation,2018-04-06 00:56:00+00:00,2018-04-06 02:21:08.874623+00:00,2018-04-06 09:00:00+00:00
EL108,Under Investigation,2018-04-06 00:02:00+00:00,2018-04-06 03:29:09.344276+00:00,2018-04-06 09:00:00+00:00
EL103,Maintenance,2018-04-06 05:40:00+00:00,2018-04-06 10:07:09.598756+00:00,2018-04-06 09:30:00+00:00
EL342,Maintenance,2018-04-06 03:55:00+00:00,2018-04-06 08:59:11.104004+00:00,2018-04-06 10:00:00+00:00
EL149,Repair,2018-04-06 03:30:00+00:00,2018-04-06 05:58:09.197722+00:00,2018-04-06 10:00:00+00:00
EL398,Maintenance,2018-04-06 03:34:00+00:00,2018-04-06 08:44:09.990135+00:00,2018-04-06 10:00:00+00:00
EL600,Inspection,2018-04-06 03:47:00+00:00,2018-04-06 08:31:09.080579+00:00,2018-04-06 10:00:00+00:00
EL278,Maintenance,2018-04-06 03:42:00+00:00,2018-04-06 09:11:11.185728+00:00,2018-04-06 10:00:00+00:00
EL320,Maintenance,2018-04-06 03:30:00+00:00,2018-04-06 09:02:09.736602+00:00,2018-04-06 10:00:00+00:00
EL305,Maintenance,2018-04-06 03:16:00+00:00,2018-04-06 08:47:10.029984+00:00,2018-04-06 10:00:00+00:00
EL144,Under Investigation,2018-04-06 02:49:00+00:00,2018-04-09 09:19:09.388525+00:00,2018-04-06 10:00:00+00:00
EL182,Under Investigation,2018-04-06 02:24:00+00:00,2018-04-06 04:31:08.242887+00:00,2018-04-06 10:00:00+00:00
EL114,Under Investigation,2018-04-06 01:45:00+00:00,2018-04-06 05:09:08.508868+00:00,2018-04-06 10:00:00+00:00
EL440,Under Investigation,2018-04-06 01:22:00+00:00,2018-04-06 04:37:09.982929+00:00,2018-04-06 10:00:00+00:00
EL133,Under Investigation,2018-04-06 02:16:00+00:00,2018-04-10 17:01:08.264506+00:00,2018-04-06 11:00:00+00:00
